LUK.1.1	Он-ка укал хоял хачал бичэвур тэлэӈур дукудилритан, 
LUK.14.26	– Ӈи Минтэки эммотэн, тарбач мэн амми, эньми, атыкаӈи, хурэлби, акнилби, экнилби, мэн биний-дэ ойдэлитэн Мину эсни аявра, тарак мин хупкуттыӈдыв эннэ бис. 
LUK.14.27	Ӈи мэн киреси эсни инсэ, Миннюн-дэ эсни гиркар, тарак Мин хупкуттыӈдыв эннэ бис. 
LUK.14.28	Хундук-нян ӈивул эгдем утэм омалми, дюллэ тэгриди, эсни таӈадилотта, адыда мэӈэӈэн бисивэн, адыв-да надарий тарав утэм одай? 
LUK.14.29	Одилми, мудакӈа эдэй туркур, бэил, туркуриван мудакӈа итми, эдэтэн ининрэ, 
LUK.14.30	гөникэн: «Эрэк бэй одилми, орий мудакӈа туркун». 
LUK.14.31	Нян ирэк-ул тэгэмэр баргакнюми тэгэмэрнюн кусинь кусинэри, дюллэ-кэнэ мэн эӈий ӈинюн-дэ этэн тэгрэ укчэнмэттэй, мян тыкичэрнюн бэилнюн дӫрмеру тыкичэм дэпки эдлэй кусиилрэ? 
LUK.14.32	Тарбач баргакан унэт тэгэлэ бисэкэн, ноӈан болганамӈалби баргактакий хөрукэндин – аймулдам овкандай. 
LUK.14.33	Ху-дэ, тачин яӈур бисикэн мэндукур эми бөргэр, таракам Мин хупкуттыӈэлдыв эннэсэн бис.
LUK.14.34	Так эрэк ай деплэ, тарбач так катагми бэрирэкэн, яч-нян таку айдир? 
LUK.14.35	Таракам так яв-да этэн айра, төру-дэ тарич этэнри айра, тарав таку буйла улэвэттэ. Ӈи кориталкан, тарак-та долдан.
LUK.15.1	Иисусу хоял тамам чакачимӈал
LUK.15.2	Фарисеил, Итум хупкучимӈэл-дэ тикулритан, гөникэн: «Ноӈан төнӈэкичилкэрбу бэилбу алиммоттан, ноӈарнютан-да деббөттэн». 
LUK.15.3	Таракам Иисус ноӈартакитан өмэм тэлэӈу тэлэӈрин:
LUK.15.4	– Хундулэ ӈи-вул няма боӈгаӈан бидэн, тарбач өмэн-нян бэрибдэн. Эв ноӈан таракам уюнмяр уюм боӈгав ониӈагла этэн эмэн, өмэм бэрипчэв бакакан гэлэттэй? 
LUK.15.5	Бакриди-нян, хокандин, мирлэй огэрдин, 
LUK.15.6	дюткий-нян эмриди, нимэкэлби, дялби эмдэтэн эридин, нян ноӈартакитан гөндин: «Миннюн ху-дэ хокаӈчилра, бэрипчэв боӈгаӈи бакрам». 
LUK.15.7	Хунтэки гөнэм, няниндула эгден өрэлдэн бидин, өмэн төнӈэкичилкэн төнӈэкичин аталабтакан, нян уюнмярбу уюм айгарарилбу, илрамкам этилбу надар, таррөчин өрэлдэн этэн бис.
LUK.15.8	Тарбач өмэн аси, мян мэӈэӈэн бисэкэн, өмэм мэӈэм бэридин. Эв ноӈан, нейкэв нейкэриди, этэн биникэдилрэ, гэлэтэдилрэ, тарав бэричэй бакакан? 
LUK.15.9	Нян бакми, кэдикэлби, нимэкэлби эридин, нян ноӈартакитан гөндин: «Миннюн ху-дэ өрэлдэлрэ, бэричэй мэӈэм бакрам». 
LUK.15.10	Хунтэки гөнэм, тачин ангелал өрэлдэвэттэ, өмэн төнӈэкичилкэн бэй илрамракан.
LUK.15.11	Иисус часки тэлэӈэддин:
LUK.15.11	– Өмэн бэй дӫр нярудин бисин. 
LUK.15.12	Нодьмэр амантакий гөнин: «Амму, минду бөннэгэй ханиӈаку
LUK.15.13	Амрак нөдьмэр хутэн, эйду абдуй чакриди, тэгэтки төртэки нуддин. Таду бидми, эйду эӈэей ачча окан мануканин, 
LUK.15.14	тарбач тараӈан эӈэен мануракан, тала төрлэ хэӈунь демкэн один. Ноӈан энтэкэе дёгалрин, 
LUK.15.15	таракам өмэнтэки бэйтэки, кэлмэн одай, ӈэнрин, тарак бэй чиввиннялбан косчидилрин. 
LUK.15.16	Ноӈан энтэкэе оматтин, чиввинял-да дебэннэвутэн дебэмчи мэн ури дялувкандай, нян тарав-да ноӈандун эстэн бөвэттэ. 
LUK.15.17	Өмнэкэн мэргэнни ӈэрилрэкэн, ноӈан гөнин: «Амму дюлан хоя кэлмэлни бис, тарбач эйду-дэ дялутта, би-си эду ач депчэлэч кэӈиркиӈдиддэм. 
LUK.15.18	Хордэку, амантакий мучудаку, гөникэн: „Амму, няним дэпки, хину-дэ дэпки төнӈэкичу овканив, 
LUK.15.19	Экич-тэ тек мину хин хуттис гэрбэттэ, нян кэлмэгэй-дэлу таракам мину гамчис“». 
LUK.15.20	Тарбач амантакий хөррин. Унэт тэгэлэ ӈэнэддэкэн, аманни укал ноӈман иттин, хути илралрин. Хуттэкий туттин, арчанин, хути кэмнирин, гуденин. 
LUK.15.21	Хутэн ноӈантакин гөнин: «Амму! Хэвкив дэпки, хинтэки-дэ төнӈэкичу овканив, экич тек мину хин хуттис гэрбуттэ». 
LUK.15.22	Аманни-си кэлмэлтэкий гөнин: «Хинмач аидьмару ойган эмулрэ, ноӈман тэтулрэ. Ӈаллан-да унькапӈан хорулра, унтаган-да тэтулрэ. 
LUK.15.23	Бэргэв хонӈачам эмулрэ, өтлэлрэ, малра, тарбач хэбдекэдеку хокаӈчидавур овкандим, 
LUK.15.24	мин хуту көкэчэ бичэ арран, бэрипти-дэ бакаптан». Тарав ноӈартан хөкаӈчидилритан.
LUK.15.25	Акадьмар-аси таракам хевкэчидеклэ төрлэ гургэвчиддин. Мучудми, дюлай исадилми, икэм, хөкаӈчим долдарин. 
LUK.15.26	Өмэм кэлмэв эририди эмдэн, улгэмрин: «Якав тала?» 
LUK.15.27	Тарак ноӈантакин барагрин: «Хин нөс эмрин, аманси-да бэргэв хөнӈачам марин, нөс абгар, ини-дэ мучуракан». 
LUK.15.28	Акадьмар тыкулрин, эч-тэ дюла имэлрэ. Аманни, нёриди, ноӈман идэн эридилрин. 
LUK.15.29	Тарбач ноӈан амантакий баргуттин: «Тарбач би адыв-да анӈану хиндулэ бэлтэлкэӈчин гургэвчирэм, эрэглэ-дэ гөнчэгчинси неккоттэм, хи-си ок-та хонӈачаӈгаку эчис мар, би-дэ дялнюми хэбдекэдеку овкандаку. 
LUK.15.30	Нян хин хутэс мучукаран, тутэнрилнюн асалнюн ханьми абдуй ачча окан манракан, хи ноӈандун бэргэв хонӈачам марис». 
LUK.15.31	Аманни ноӈантакин гөнин: «Хуто! Хи эрэгэр миннюн бивэчинри, эйду, як-ка миндулэ бисни, хинӈи тарак. 
LUK.15.32	Хин хокаӈчиннас, өрэлдэннэс, хин көкэчэ бичэ нөс арриван, бэрипчэ-дэ бичэ бакаптыван».
LUK.16.1	Мэн хупкуттыӈэлтэкий Иисус гөнин:
LUK.16.1	– Өмэн эӈэе бэй ӈунэмэчимӈэн бисин, тарбач эӈэетки болганаритан, тарак ӈунэмэчимӈэн хунӈий абдуван манадыван, 
LUK.16.2	нян эӈэе, тарак эмдэн эририди, гөнин: «Яв тарак хину гөнивутэн долдарив? Гургэв миндулэ некчэй дукли, тек-эл хи ӈунэмэчимӈэ этэнри бис». 
LUK.16.3	Таракам ӈунэмэчимӈэ мэндэччи гөнин: «Он тек некчим? Мин хунӈив дюв ӈунэмэчинмэю аталуканни. Төру эрдэй туркуттэм, гасчидай-да хадарирам. 
LUK.16.4	Гэ, яв-да некэннэй харам, ӈие-вул мэр дюлавур мину гадатан, эрэк дю ӈунэмэчинмэйрив аталуканакатан». 
LUK.16.5	Нян хунӈий коталкарбан гөӈиссин. Дюлэгу эмчэв улгимрин: «Ирдывэн мин хунӈидув коталкан хи бисэнри?» 
LUK.16.6	«Нямав екэв хэтэӈэв», – тарак барагрин. Ӈунэмэчимӈэ ноӈантакин гөнин: «Эр котам дукунси, тэгриди, дукли „Тунӈанмярбу“». 
LUK.16.7	Тадук гяв эмчэв ӈунэмэчимӈэ улгэмрин: «Хи-ккэ ирдывэн онурис?» «Нямав орамив бурдуку», – тарак барагрин. Ӈунэмэчимӈэ ноӈантакин гөнин: «Эр онум дукунси. Дукли „Дяпканмярбу“». 
LUK.16.8	Нян хунӈи олэку ӈунэмэчимӈэи хавкач некчэлин эскэрин; айдит, эчин бисил мэр доливур хавкаматтыл бэил айгарарилдук бэилдук хавкадьмарал. 
LUK.16.9	Нян Би хунтэки гөнэм, эрэк этил айгарарил анӈаналдулатан мэӈэнь мэр дялгавур унийгэрэлрэ, тадук дюлэски, мэӈэӈэсэн мануракан, ноӈартан хуну мэр этылэ манур дюлдулавур алимататтан. 
