MAT.1.1	ಇದ್ ಯೇಸು 
ACT.14.3	ಆಚೇಂಗಿಯು ಪೌಲ ಪಿಂಞ ಬಾರ್ನಬ ದುಂಬ ದಿವಸ ಅಲ್ಲಿ ಒಳಿಂಜಿತ್ ಒಡೆಯಂಡ ವಿಷಯತ್‍ನ ದೈರ್ಯವಾಯಿತ್ ತಕ್ಕ್ ಪರ್ಂದತ್. ಒಡೆಯ, ಅಯಿಂಗ ತಕ್ಕ್ ಪರ್ಂದ ಕೃಪೇರ ವಿಷಯ ನೇರಾನದ್‍ೕಂದ್ ಎಣ್ಣ್‌ವಕ್ ಸಾಕ್ಷಿಯಾಯಿತ್, ಅಯಿಂಗ ಗುರ್‌ತ್ ಪಿಂಞ ಆಶ್ಚರ್ಯ ಕಾರ್ಯನೆಲ್ಲ ಮಾಡ್‌ವಕ್ ಶಕ್ತಿ ಕೊಡ್‍ತತ್. 
ACT.14.4	ಅಕ್ಕ ಆ ಪಟ್ಟಣತ್‍ಲ್ ಇಂಜ ಜನ ಈಂಗಡ ವಿಷಯತ್‍ಲ್ ದಂಡಾಯಿತ್ ನಿಂದತ್. ಚೆನ್ನ ಜನ 
ACT.14.5	ಯೆಹೂದ್ಯರಲ್ಲತ ಬೋರೆ ಜನಳು, ಯೆಹೂದ್ಯಂಗಳು ತಂಗಡ ಅದಿಕಾರಿಯಂಗಡ ಕೂಡೆ ಕೂಡಿತ್ 
ACT.14.6	 ಇದ್‍ನ ಅರಿಂಜಂಡ್ ಲುಕವೋನ್ಯ ಸೀಮೆರ ಲುಸ್ತ್ರ ಪಿಂಞ ದೆರ್ಬೆ ಪಟ್ಟಣತ್‍ರ ಪಕ್ಕ ಓಡಿ ಪೋಯಿತ್, 
ACT.14.7	ಅಲ್ಲಿಯತ್‍ರ ಜನಕ್ ದೇವಡ ನಲ್ಲ ಸುದ್ದಿನ ಪ್ರಚಾರ ಮಾಡ್‍ಚಿ.
ACT.14.8	ಲುಸ್ತ್ರತ್‍ಲ್ ಒರ್ ಮನುಷ್ಯ ಇಂಜತ್. ಅಂವೊ ಪುಟ್ಟ್‌ವಯಿಂಜಲೆ ಕುಂಟನಾಯಿತ್, ಅಂವೊಂಡ ಕಾಲ್‍ರ ಅಡಿಲ್ ಊಣನಾಯಿತ್, ಇಲ್ಲಿಕತ್ತನೆ ನಡ್‍ಕತಂವೊನಾಯಿತ್ ಅಲ್ಲಿ ಅಳ್‍ತಂಡಿಂಜತ್. 
ACT.14.9	ಪೌಲ ಪರಿಯುವ ತಕ್ಕ್‌ನ ಅಂವೊ ಅನ್ನನೆ ಕ್‍ೕಟಂಡ್ ಇಂಜತ್. ಪೌಲ ಅಂವೊಂಡ ಮೂಡ್‍ನ ನೋಟಿತ್, ವಾಸಿಯಾಪಕ್ ಬೋಂಡಿಯಾನ ನಂಬಿಕೆ ಅಂವೊಂಗ್ ಉಂಡ್‍ೕಂದ್ ಗೊತ್ತಾಯಿತ್: 
ACT.14.10	ನೀಡ ಕಾಲ್‌ನ ನೇರೆ ನ್‍ೕಟಿತ್ ನಿಂದಾಂದ್ ಬಲ್ಯ ಸ್ವರತ್ ಎಣ್ಣ್‌ಚಿ. ಅಕ್ಕನ್ನೆ, ಆ ಮನುಷ್ಯ ಪಾರಿಯಂಡ್ ಎದ್ದಿತ್ ನಡ್‍ಪಕ್ ಸುರು ಮಾಡ್‍ಚಿ. 
ACT.14.11	ಪೌಲ ಮಾಡ್‍ನದ್‍ನ ಅಲ್ಲಿ ಕೂಡಿತ್ಂಜ ಜನಡ ಗುಂಪ್ ಕಾಂಬಕ, ದೇವ ಮನುಷ್ಯಂಗಡ ರೂಪತ್‌ಲ್ ನಂಗಡ ಮದ್ಯತ್‍ಲ್ ಇಳ್ಂಜಿ ಬಂದಿತ್ತುಂಡ್‍ೕಂದ್ ಲುಕವೋನ್ಯ ಬಾಷೆಲ್ ಜೋರಾಯಿತ್ ಕೂತ್ ಕೊಡ್‍ಪಕ್ ಸುರು ಮಾಡ್‍ಚಿ. 
ACT.14.12	ಬಾರ್ನಬನ ಅಯಿಂಗಡ ಮುಕ್ಯ ದೇವ ಯೂಪಿತರ್‍ೕಂದು, ಪೌಲ ಬೋದನೆ ಮಾಡ್‍ನಗುಂಡ್, ಅಂವೊನ, ದೇವಡ ವಿಷಯತ್ ತಕ್ಕ್ ಪರಿಯುವ ದೇವ ಮೆರ್ಕುರೀಂದು ಕಾಕ್‍ಚಿ. 
ACT.14.13	ಅದಲ್ಲತೆ, ಆ ಪಟ್ಟಣತ್‍ರ ಪೊರಮೆ ಇಂಜ ಯೂಪ್ಪಿತರ್‌ರ ಪೂಜಾರಿ, ಜನಡ ಕೂಡೆ ಈಂಗಕ್ ಬಲಿ ಕೊಡ್‍ಪಕ್ ಎತ್ತ್ ಪಿಂಞ ಪೂಮಾಲೆನ ಪಟ್ಟಣತ್‍ರ ಪೊರಮೆಯಿಂಜ ದೇವಸ್ತಾನಕ್ ಕೊಂಡ್ ಬಾತ್.
ACT.14.15	ಜನಳೇ, ನಿಂಗ ಎನ್ನಂಗ್ ಇನ್ನನೆ ಮಾಡ್‌ವಿರ? ನಂಗಳು ನಿಂಗಡನೆಕೆ ಮನುಷ್ಯಂಗ, ದೇವ ಅಲ್ಲ; ನಿಂಗ ಈ ಬೋಂಡತದ್‍ನೆಲ್ಲ ಬುಟ್ಟಿತ್, ಬಾನ ಬೂಮಿ, ಕಡಲ್ ಪಿಂಞ ಅದ್‍ಲ್ ಉಳ್ಳ ಎಲ್ಲಾನ ಸೃಷ್ಟಿ ಮಾಡ್‍ನ ಜೀವವುಳ್ಳ ದೇವಡ ಬರಿಕ್ ತಿರ್‌ಗಿತ್ ಬರಂಡೂಂದ್ ನಿಂಗಕ್ ಈ ನಲ್ಲ ಸುದ್ದಿನ ಪ್ರಚಾರ ಮಾಡಿಯಂಡುಂಡ್‍ೕಂದ್ ಬಲ್ಯ ಸ್ವರತ್‍ಲ್ ಎಣ್ಣ್‌ಚಿ. 
ACT.14.16	ಕಯಿಂಜ ಕಾಲತ್‍ಲ್, ಅಂವೊ ಎಲ್ಲಾ ಜನತ್‍ನ ಅಯಿಂಗಯಿಂಗಡ ಮನಸ್ಸ್‌ಕ್ ಕುಶಿಯಾನ ಬಟ್ಟೇಲ್ ನಡ್‍ಪಕ್ ಬುಟ್ಟತೇಂಗಿಯು, 
ACT.14.17	ಅಂವೊ ತಾಂಡ ವಿಷಯತ್‍ಲ್ ಸಾಕ್ಷಿ ಕೊಡ್‍ಕತೆ ಇಂಜಿತ್‌ಲ್ಲೆ. ಅಂವೊ ನಲ್ಲದ್‍ನ ಮಾಡಿತ್, ಬಾನತ್ಂಜ ಮಳೇನ ತಪ್ಪಂಜಿ, ನಂಗಕ್ ಚಾಯಿ ಬೊಳೆನ ತಂದಿತ್, ತಿಂಬಕ್ ತಂದಿತ್, ಮನಸ್ಸ್‌ನ ಕುಶೀಲ್ ದುಂಬ್‍ಚಿಟ್ಟತ್‍ೕಂದ್ ಅಯಿಂಗ ಎಣ್ಣ್‌ಚಿ. 
ACT.14.18	ಅಯಿಂಗ ಇದ್‍ನೆಲ್ಲ ಎಣ್ಣ್‌ಚೇಂಗಿಯು, ಜನ ಅಯಿಂಗಕ್ ಬಲಿ ಕೊಡ್‍ಕತನೆಕೆ ತಡ್‍ಪಕ್ ಕಷ್ಟವಾಯಿತ್ಂಜತ್.
ACT.14.19	ಇನ್ನನೆ ಆಯಂಡಿಪ್ಪಕ, ಅಂತಿಯೋಕ್ಯತ್ಂಜಲು ಇಕೋನ್ಯತ್ಂಜಲು ಯೆಹೂದ್ಯಂಗ ಬಂತ್ ಜನಳ ಅಯಿಂಗಡ ಪಕ್ಕ ಬಲ್‍ಚಿರ್‌ತ್. ಅಯಿಂಗ ಪೌಲಂಗ್ ಕಲ್ಲ್ ಕನ್‍ಚಿತ್, ಅಂವೊ ಚತ್ತ್ ಪೋಚೀಂದ್ ಗೇನ ಮಾಡಿತ್, ಊರ್‌ರ ಪೊರಮೆ ಬಲ್‍ಚಂಡ್ ಪೋಚಿ. 
ACT.14.20	ಪಿಂಞ, ಯೇಸುನ ನಂಬ್‍ನಯಿಂಗ ಅಂವೊಂಡ ಸುತ್ತ್‌ಲ್ ನಿಂದಂಡಿಪ್ಪಕ ಅಂವೊ, ಎದ್ದಿತ್ ಊರ್‌ರ ಒಳ್‍ಕ್ ಪೋಚಿ. ಪಿತ್ಯಾಂದ್ ಬಾರ್ನಬಂಡ ಕೂಡೆ ದೆರ್ಬೆಕ್ ಪೊರಟತ್.
ACT.14.21	ಆ ಪಟ್ಟಣತ್‍ಲ್ ಅಯಿಂಗ ನಲ್ಲ ಸುದ್ದಿನ ಪ್ರಚಾರ ಮಾಡಿತ್, ದುಂಬ ಜನಳ ಶಿಷ್ಯಂಗಳಾಯಿತ್ ಮಾಡ್‍ನ ಪಿಂಞ, ಅಲ್ಲಿಂಜ ಪುನಃ ಲುಸ್ತ್ರಕ್, ಇಕೋನ್ಯಕ್, ಅಂತಿಯೋಕ್ಯಕ್ ಬಂದಿತ್: 
ACT.14.22	ಯೇಸುನ ನಂಬ್‍ನಯಿಂಗಡ ಮನಸ್ಸ್‌ನ ಗಟ್ಟಿ ಮಾಡಿತ್, ನೇರಾನ ನಂಬಿಕೇಲ್ ಸ್ತಿರವಾಯಿತ್ ನಿಕ್ಕಂಡೂಂದ್ ಬುದ್ದಿ ತಕ್ಕ್ ಎಣ್ಣಿತ್, ನಂಗ ದುಂಬ ಕಷ್ಟತ್‍ನ ಅನುಬವಿಚಿಟ್ಟಿತ್ ದೇವಡ ರಾಜ್ಯತ್‍ರ ಒಳ್‍ಕ್ ಕೂಡಂಡೂಂದ್ ಎಚ್ಚರ ಮಾಡಿತ್ ಅಯಿಂಗಳ ದೈರ್ಯಪಡ್‍ತ್‍ಚಿ. 
ACT.14.23	ಇದ್‍ಲ್ಲತೆ ಓರೋರ್ ಸಬೇಲು ಪೆರಿಯಯಿಂಗಳ ನೇಮಿಚಿಟ್ಟಿತ್, ಪಟ್ಟಣಿ ನಿಂದಿತ್ ಪ್ರಾರ್ಥನೆ ಮಾಡಿತ್, ಅಯಿಂಗ ನಂಬ್‍ನ ದೇವಡ ಕೈಕ್ ಅಯಿಂಗಳ ಒಪ್ಪ್‌ಚಿಟ್ಟತ್.
ACT.14.24	ಅಲ್ಲಿಂಜ ಪಿಸಿದ್ಯ ಸೀಮೆನ ದಾಟಿತ್ ಪಂಫುಲ್ಯ ಸೀಮೆಕ್ ಬಂತ್, 
ACT.14.25	ಅದ್ಂಗ್ ಕೂಡ್‍ನ ಪೆರ್ಗೆ ಊರ್‌ಲ್ ದೇವಡ ವಾಕ್ಯತ್‍ನ ಪ್ರಸಂಗ ಮಾಡಿತ್, ಪಿಂಞ ಅತಾಲ್ಯ ಪಟ್ಟಣಕ್ ಪೋಚಿ. 
ACT.14.26	ಅಲ್ಲಿಂಜ ಅಯಿಂಗ ಸಮುದ್ರ ಮಾರ್ಗವಾಯಿತ್ ಪ್ರಯಾಣ ಮಾಡಿತ್ ಕಡೇಕ್ ಅಂತಿಯೋಕ್ಯಕ್ ಎತ್ತ್‌ಚಿ. ಅಯಿಂಗ ಇಕ್ಕ ನೆರವೇರಿಚಿಟ್ಟಿತುಳ್ಳ ದೇವಡ ಸೇವೆಕಾಯಿತ್ ಜನ ಈ ಜಾಗತ್ಂಜಲೇ ಅಯಿಂಗಳ ದೇವಡ ಕೃಪೆಕ್ ಒಪ್ಪ್‌ಚಿಟ್ಟ್ ಅಯಿ‍ಚಿತ್ಂಜತ್. 
ACT.14.27	ಅಯಿಂಗ ಅಲ್ಲಿ ಎತ್ತ್‌ನ ಪಿಂಞ, ಅಲ್ಲಿಯತ್‍ರ ಸಬೇನ ಕೂಟಿತ್, ದೇವ ಅಯಿಂಗಡ ಮೂಲಕ ಮಾಡ್‍ನ ಎಲ್ಲಾನ ಪಿಂಞ ಯೆಹೂದ್ಯಂಗ ಅಲ್ಲತ ಬೋರೆ ಜನಡ ನಂಬಿಕೇರ ಪಡಿನ ಅಂವೊ ಎನ್ನನೆ ತೊರಂದತ್‍ೕಂದ್ ವಿವರವಾಯಿತ್ ಅಯಿಂಗಕ್ ಎಣ್ಣ್‌ಚಿ. 
ACT.14.28	ಪಿಂಞ ಅಯಿಂಗ ಯೇಸುನ ನಂಬ್‍ನಯಿಂಗಡ ಕೂಡೆ ಅಲ್ಲಿಯೇ ದುಂಬ ಕಾಲ ಇಂಜತ್.
ACT.15.1	ಪೌಲ ಪಿಂಞ ಬಾರ್ನಬ ಅಂತಿಯೋಕ್ಯ ಪಟ್ಟಣತ್‍ಲ್ ಇಂಜ ಸಮಯತ್‍ಲ್, ಚೆನ್ನ ಯೆಹೂದ್ಯ ಜನ ಯೂದಾಯತ್ಂಜ ಅಂತಿಯೋಕ್ಯಕ್ ಬಂದಿತ್: ನಿಂಗ 
ACT.15.2	ಅಕ್ಕ, ಅಯಿಂಗಕು ಪಿಂಞ ಪೌಲ ಬಾರ್ನಬಂಗಕು ಬಲ್ಯ ತರ್ಕ ಆಚಿ. ಈ ವಿಷಯಕಾಯಿತ್, ಅಲ್ಲಿಂಜ ಪೆರಿಯಯಿಂಗ, ಪೌಲ ಪಿಂಞ ಬಾರ್ನಬಂಡ ಕೂಡೆ ಇಂಞು ಚೆನ್ನ ಜನಳ ಯೆರೂಸಲೇಮ್‍ಲ್ ಉಳ್ಳ 
ACT.15.3	ಸಬೆರ ಜನ ಅಯಿಂಗಳ ಅಯಿಚ ಪಿಂಞ, ಅಯಿಂಗ ಫೊಯಿನಿಕೆ ಪಿಂಞ ಸಮಾರ್ಯ ಸೀಮೆರ ಬಟ್ಟೇಲ್ ಪೋಯಂಡಿಪ್ಪಕ, ಯೆಹೂದ್ಯ ಅಲ್ಲತ ಬೋರೆ ಜನಳು ದೇವಡ ಪಕ್ಕ ಬಂದ ಸಂಗತಿನ, ಅಯಿಂಗಡ ಬಟ್ಟೇಲ್ ಕಂಡ ಯೇಸುನ ನಂಬ್‍ನಯಿಂಗಕ್ ವಿವರವಾಯಿತ್ ಎಣ್ಣ್‌ಚಿ. ಅಯಿಂಗ ಇದ್‍ನ ಕ್‍ೕಪಕ ದುಂಬ ಕುಶಿಪಟ್ಟತ್. 
ACT.15.4	ಅಯಿಂಗ ಯೆರೂಸಲೇಮ್‌ಕ್ ಬಂದ ಪಿಂಞ ಸಬೇಲ್ ಉಳ್ಳಯಿಂಗ, 
ACT.15.5	ಅಕ್ಕ ಫರಿಸಾಯಂಗಡ ಕೂಟತ್‌ಂಜ ಯೇಸುರ ಮೇಲೆ ನಂಬಿಕೆ ಇಟ್ಟಿತ್ಂಜ ಚೆನ್ನ ಜನ, ದೇವಡ ಬರಿಕ್ ಮನಸ್ಸ್ ತಿರುಗ್‍ನ ಯೆಹೂದ್ಯರಲ್ಲತ ಬೋರೆ ಜನಕ್ ಸುನ್ನತಿ ಮಾಡಿತ್ ಮೋಶೇರ 
ACT.15.6	ಅಕ್ಕ, 
ACT.15.7	ದುಂಬ ತರ್ಕ ಆಪಕ, ಪೇತ್ರ ಎದ್ದಿತ್ ನಿಪ್ಪಂಜಿ ಅಯಿಂಗಳ ನೋಟಿತ್, ಅಣ್ಣತಮ್ಮಣಂಗಳೇ, ನಿಂಗಕ್ ಗೊತ್ತುಳ್ಳನೆಕೆ, ಯೆಹೂದ್ಯಂಗ ಅಲ್ಲತ ಬೋರೆ ಜನ, ನಾಡ ಬಾಯಿಂಜ ನಲ್ಲ ಸುದ್ದಿನ ಕ್‍ೕಟಿತ್ ನಂಬಂಡೂಂದ್, ದೇವ ದುಂಬ ದಿವಸಕ್ ಮಿಂಞಲೇ, ನಿಂಗಡಡೆಲ್ ಒಬ್ಬನಾನ ನನ್ನ ಗೊತ್ತ್ ಮಾಡ್‍ಚಿ. 
ACT.15.8	ಹೃದಯತ್‍ನ ಅರಿಂಜಿತುಳ್ಳ ದೇವ, ಎನ್ನನೆ 
ACT.15.9	ಇದ್‍ಲ್ಲತೆ ನಂಗಕು ಅಯಿಂಗಕು ಪಕ್ಷಪಾತ ಮಾಡತೆ, ಅಯಿಂಗಡ ಹೃದಯತ್‍ನ ನಂಬಿಕೇರ ಮೂಲಕ ಪವಿತ್ರ ಮಾಡ್‍ಚಿ. 
ACT.15.10	ಇನ್ನನೆ ಇಪ್ಪಕ, ನಂಗಡ ಅಜ್ಜಂಗಕೂ, ನಂಗಕು ಪೊರ್‍ಪಕೈಯ್ಯತ ನೊಗತ್‌ನ ಯೇಸುನ ನಂಬ್‍ವ ಯೆಹೂದ್ಯ ಅಲ್ಲತಯಿಂಗಡ ಬೋಳೆಕ್ ಇಟ್ಟಿತ್ ದೇವನ ಎನ್ನಂಗ್ ಪರೀಕ್ಷೆ ಮಾಡಂಡು? 
ACT.15.11	ಒಡೆಯನಾನ ಯೇಸು 
ACT.15.12	ಅಕ್ಕ, ಅಲ್ಲಿ ಕೂಡಿತ್ಂಜ ಎಲ್ಲಾರು ಒರ್ ತಕ್ಕು ಎಣ್ಣತೆ, ಬಾರ್ನಬ ಪಿಂಞ ಪೌಲಂಡ ಮೂಲಕ ದೇವ ಯೆಹೂದ್ಯ ಅಲ್ಲತಯಿಂಗಡ ಮದ್ಯತ್‍ಲ್ ಮಾಡ್‍ನ ಎಲ್ಲಾ ಆಶ್ಚರ್ಯ ಗುರ್‌ತ್ ಕಾರ್ಯತ್‍ನ ಅಯಿಂಗ ವಿವರಿಚಿಡುವಾನ ಕ್‍ೕಟತ್. 
ACT.15.13	ಅಯಿಂಗ ತಕ್ಕ್ ಪರ್ಂದಿತ್ ಆನ ಪಿಂಞ ಯಾಕೋಬ ಅಯಿಂಗಳ ನೋಟಿತ್ ತಕ್ಕ್ ಪರಿಯುವಕ್ ಸುರು ಮಾಡ್‍ಚಿ. ಅಣ್ಣತಮ್ಮಣಂಗಳೇ, ನಾನ್ ಎಣ್ಣುವಾನ ಕ್‍ೕಳಿ.
ACT.15.14	ದೇವ ಅಂವೊಂಡ ಪೆದಕಾಯಿತ್, ಯೆಹೂದ್ಯ ಅಲ್ಲತ ಬೋರೆ ಜನಡ ಮದ್ಯತ್ಂಜ ಒರ್ ಗುಂಪ್‍ನ ಗೊತ್ತ್ ಮಾಡಿತ್, ಆದ್ಯವಾಯಿತ್ ಅಯಿಂಗಡ ಮೇಲೆ ದೇವ ಕಾಟ್‍ನ ಅಕ್ಕರೆನೆ ಸಿಮೆಯೋನ ನಂಗಕ್ ಚಾಯಿತೆ ವಿವರಿಚಿಟ್ಟತ್ತಲ್ಲ. 
ACT.15.15	ಇದ್ಂಗ್ 
ACT.15.16	ಇದ್ ಆನ ಪಿಂಞ ನಾನ್ ಪುನಃ ಬಂದಿತ್ ಬುದ್ದ್ ಪೋನ 
ACT.15.16	ಅಲ್ಲಿ ಒಡಂದ್ ಪೋನದೆಲ್ಲಾನ ಸರಿಮಾಡಿತ್ ಅದ್‍ನ ನೇರೆ ನಿಪ್ಪ್‌ಚಿಡುವಿ.
ACT.15.17	ನಾನ್ ಇನ್ನನೆ ಮಾಡ್‌ವಗುಂಡ್, ಬಾಕಿಯುಳ್ಳ ಎಲ್ಲಾ ಜನಳು, ವಿಶೇಷವಾಯಿತ್
ACT.15.17	ನಾಕಾಯಿತ್ ನಾನ್ ಕಾಕಿತುಳ್ಳ ಯೆಹೂದ್ಯ ಅಲ್ಲತ ಜನ ಒಡೆಯನಾನ ದೇವನ ತ್‍ೕಡ್‌ವ.
ACT.15.17	ಇನ್ನನೆ ಮಾಡ್‌ವ ನಾನ್ ಇದ್‍ನ ಎಣ್ಣಿಯೆ. ಅದ್ ಅನ್ನನೆ ಆಪ,
ACT.15.18	ಈ ಬೂಲೋಕ ಸೃಷ್ಟಿ ಆಪಕ್ ಮಿಂಞಲೇ, ಎಲ್ಲಾ ಎನ್ನನೆ ಆಪಾಂದ್ ಗೊತ್ತುಳ್ಳ ದೇವ ಇನ್ನನೆ ಎಣ್ಣ್‌ಚೀಂದ್ ಒಳ್‍ದಿ ಬೆಚ್ಚಿತುಂಡ್.
ACT.15.19	ಇನ್ನನೆ ಇಪ್ಪಕ ನಾಡ ಅಬಿಪ್ರಾಯ ಎಂತ ಎಣ್ಣ್‌ಚೇಂಗಿ: ಯೆಹೂದ್ಯಂಗ ಅಲ್ಲತ ಬೋರೆ ಜನತ್‍ಂಜ ದೇವಡ ಕಡೇಕ್ ಬಪ್ಪಯಿಂಗಕ್ ತೊಂದರೆ ಮಾಡ್‌ವಕ್ಕಾಗ. 
ACT.15.20	ಅದ್ಂಡ ಬದ್‍ಲ್ ಅಯಿಂಗ ವಿಗ್ರಹಕ್ ಅರ್ಪಿಚಿಟ್ಟ ಅಶುದ್ದ ಆನ ಕೂಳ್‍ಕ್, ಚೋರೆ ತಿಂಬಕ್, ನೆರ್‌ಕಿತ್ ಚತ್ತ್‌ಪೋನ ಪ್ರಾಣಿಯಡ ಯರ್ಚಿಕ್ ಪಿಂಞ ಲೈಂಗಿಕ ಪಾಪಕ್ ದೂರವಾಯಿತ್ ಇರಂಡೂಂದ್ ಅಯಿಂಗಕ್ ಕಾಗದತ್‍ನ ಒಳ್‍ದಿತ್ ಅಪ್ಪಣೆ ಕೊಡಕನ. 
ACT.15.21	ದುಂಬ ಕಾಲವಾಯಿತ್, 
ACT.15.22	ಅಕ್ಕ 
ACT.15.23	ಅಯಿಂಗಡ ಕೈಯಿಲ್ ಕಾಗದ ಒಳ್‍ದಿತ್ ಕೊಡ್‍ತತ್. ಅದ್ ಎಂತ ಎಣ್ಣ್‌ಚೇಂಗಿ: 
ACT.15.24	ನಂಗ ಅಪ್ಪಣೆ ಕೊಡ್‌ತಿತ್ ಅಯಿಕತ ಚೆನ್ನ ಜನ ನಂಗಡ ಕಡೇಯಿಂಜ ನಿಂಗಡ ಪಕ್ಕ ಬಂದಿತ್, ನಿಂಗಡ ಮನಸ್ಸ್‌ನ ಗಲಿಬಿಲಿ ಮಾಡ್‌ಚೀಂದ್ ನಂಗಕ್ ಗೊತ್ತಾಚಿ. 
ACT.15.25	ಆನಗುಂಡ್ ನಂಗ ಎಲ್ಲಾರು ಒತ್ತಂಡ್ ತೀರ್ಮಾನ ಮಾಡಿತ್, ನಂಗಡ ಒಡೆಯನಾನ ಯೇಸು 
ACT.15.26	ನಂಗಡ ಕಡೇಯಿಂಜ ಚೆನ್ನ ಜನತ್‍ನ ಗೊತ್ತ್ ಮಾಡಿತ್ ಅಯಿಪಕ್ ತೀರ್ಮಾನ ಎಡ್‍ತತ್. 
ACT.15.27	ಅನ್ನನೆ ನಂಗ ಯೂದ ಪಿಂಞ ಸೀಲನ ಅಯಿಚಿಯೆ. ಅಯಿಂಗ ನಂಗ ಒಳ್‍ದ್‍ನ ಈ ಸಂಗತಿನೆಲ್ಲ ಬಾಯಿ ತಕ್ಕ್‌ಯಿಂಜ ನಿಂಗಕ್ ಅರಿಚಿಡುವ. 
ACT.15.28+ACT.15.29	ಅದ್ ಎಂತ ಎಣ್ಣ್‌ಚೇಂಗಿ: ವಿಗ್ರಹಕ್ ಅರ್ಪಿಚಿಟ್ಟ ಕೂಳ್‍ಕ್, ಚೋರೆ ತಿಂಬಕ್, ನೆರ್‌ಕಿತ್ ಚತ್ತ್‌ಪೋನ ಪ್ರಾಣಿಯಡ ಯರ್ಚಿಕ್ ಪಿಂಞ ಲೈಂಗಿಕ ಪಾಪಕ್ ದೂರವಾಯಿತ್ ಇಕ್ಕಂಡು. ಇದ್‍ನ ಬುಟ್ಟಿತ್ ಬೋರೆ ಏದ್ ವಿಷಯತು ನಿಂಗಡ ಮೇಲೆ ಬಾರತ್‍ನ ಇಡ್‍ವದ್ ಚಾಯಾಪುಲೇಂದ್ 
ACT.15.30	ಅಯಿಂಗ ಅಪ್ಪಣೆ ಎಡ್‍ತಂಡ್ ಅಂತಿಯೋಕ್ಯಕ್ ಬಂತ್ ಅಯಿಂಗಳ ಎಲ್ಲಾ ಕೂಟಿತ್, ಆ ಕಾಗದತ್‍ನ ಅಯಿಂಗಕ್ ಒಪ್ಪ್‌ಚಿಟ್ಟತ್. 
ACT.15.31	ಅಯಿಂಗ ಅದ್‍ನ ಓದಿತ್, ಅದ್ಂಡ ಮೂಲಕ ದುಂಬ ಪುರ್‌ಡ್ ಕ್‍ಟ್ಟ್‌ನಗುಂಡ್ ಕುಶಿಪಟ್ಟತ್. 
ACT.15.32	ಯೂದ ಪಿಂಞ ಸೀಲ 
ACT.15.33	ಅಲ್ಲಿ ಚೆನ್ನ ಕಾಲ ಕಯಿಂಜ ಪಿಂಞ, ಅಯಿಂಗಳ ಅಯಿಚಯಿಂಗಡ ಪಕ್ಕ ಪೋಪಕಾಯಿತ್ ಅಲ್ಲಿಯತ್‍ರ ದೇವಡ ಮಕ್ಕಡಯಿಂಜ ಸಮಾದಾನತ್‍ಲ್ ಅಪ್ಪಣೆ ಎಡ್‍ತಂಡತ್. 
ACT.15.34	ಆಚೇಂಗಿ ಸೀಲಂಗ್ ಅಲ್ಲಿ ಇಪ್ಪದ್ ನಲ್ಲದ್‍ೕಂದ್ ಗೇನ ಆ‍ಚಿ.
ACT.15.35	ಆಚೇಂಗಿ ಪೌಲ ಪಿಂಞ ಬಾರ್ನಬ ಅಂತಿಯೋಕ್ಯತ್‍ಲ್ ನಿಂದಿತ್ ಬೋರೆ ಜನಡ ಕೂಡೆ ಬೋದನೆ ಮಾಡಿಯಂಡ್ ಒಡೆಯಂಡ ವಾಕ್ಯ ಎಣ್ಣುವ ನಲ್ಲ ಸುದ್ದಿನ ಎಣ್ಣಿಯಂಡ್ ಇಂಜತ್.
ACT.15.36	ಚೆನ್ನ ದಿವಸ ಆನ ಪಿಂಞ ಪೌಲ, ಬಾರ್ನಬನ ನೋಟಿತ್: ನಂಗ ದೇವಡ ನಲ್ಲ ಸುದ್ದಿನ ಎಣ್ಣಿತುಳ್ಳ ಊರುಕೆಲ್ಲಾ ಪುನಃ ಪೋಯಿತ್ ಅಲ್ಲಿ 
ACT.15.37	ಅಕ್ಕ, ಮಾರ್ಕ ಎಣ್ಣುವ ಯೋಹಾನನ ಅಯಿಂಗಡ ಕೂಡೆ ಕಾಕಿಯಂಡ್ ಪೋಂಡೂಂದ್ ಬಾರ್ನಬ ಎಣ್ಣ್‌ಚಿ.
ACT.15.38	ಆಚೇಂಗಿ, ಪೌಲ: ಪಂಫುಲ್ಯ ನಾಡ್‍ಲ್ ನಂಗ ಇಪ್ಪಕ, ಮಾರ್ಕ ದೇವಡ ಸೇವೆ ಮಾಡ್‌ವಕ್ ನಂಗಡ ಕೂಡೆ ಬರತೆ, ನಂಗಳ ಬುಟ್ಟಿತ್ ಪೋನಗುಂಡ್, ಇಕ್ಕ ಅಂವೊನ ಕಾಕಿಯಂಡ್ ಪೋಪದ್ ಚಾಯಾಪುಲೇಂದ್ ಎಣ್ಣ್‌ಚಿ. 
ACT.15.39	ಈ ವಿಷಯತ್‍ಲ್ ಅಯಿಂಗ ದಂಡಾಳು ಬಲ್ಯ ತರ್ಕ ಮಾಡಿತ್ ಒತ್ತಂಡಿತ್‌ಲ್ಲೆ. ಅನ್ನನೆ ಅಯಿಂಗ ಒಬ್ಬನೊಬ್ಬನ ಬುಟ್ಟಿತ್ ಪೋಚಿ. ಬಾರ್ನಬ ಮಾರ್ಕನ ಕಾಕಿಯಂಡ್ ಸಮುದ್ರತ್‍ರ ಮಾರ್ಗವಾಯಿತ್ ಕುಪ್ರ ದ್ವೀಪಕ್ ಪೋಚಿ. 
