GEN.1.1	Gaihcij dwg Cangqdiq cauh gwnzmbwn caeuq lajdeih okdaeuj he. 
MRK.12.3	Hoeng, bouxhoiq de ngaiz doengh boux co suen mwnq doh donq he, doh hawj de bi fawz hoengq maj. 
MRK.12.4	Maj le, bouxcawj suen mwnq caiq baij daixlingh boux ma. Daixlingh boux caemh ngaiz gyoengqde doh, doh hwj ndaek raeuj boux de sieng bae. Doh le, caiq dawz boux de ma nyoujnyak gaijmbwq, 
MRK.12.5	Gajlaeng, bouxcawj suen mwnq caiq baij boux he ma, hoeng, boux neix engqgya ngaiz gyoengqde gajgak rai. Gajlaeng, bouxcawj suen mwnq vanzlij baij haujlai vunzhoiq ma, hoeng, ciuqyiengh ngaiz doh hih doh, gaj hih gaj. 
MRK.12.6	Gajlaeng bouxcawj suen mwnq caenh lij boux dog ndaej baij ma haem lo, couh dwg daeglwg de; daeglwg neix caemh dwg de gig aiq he. De mij banqfaz le, couh baij daeg de ma, ndaw sim de caemh gag naemj: ‘Gou baij daeglwg gou maj, saekseiz gyoengqde lij soenhcungq de haem.’
MRK.12.7	“Hoeng, liuh mbouj daengz gyoengq co suen mwnq baex raen daeglwg de he, couh doxcimciek hwj naeuz: ‘Neq, boux ciep aeu aen suen neix hih daeuj lo. Daengj raeuz gajgak de bae; gajgak de bae le, baezneix aen suen neix mijyaengz dwg ndaej gvi hawj raeuz haz!’ 
MRK.12.8	Gyoengqde yienghneix cimciek le, couh dawz daeg de gajgak rai, caiq dawz gij seihaiz daeg de gveng ok rog suen ma.”
MRK.12.9	Yehsuh gangj daengz dineix le, couh cam gyoengqde naeuz: “Faenhsou naemjnaemj yawj, bouxcawj suen mwnq ij baenzlawz doiq doengh boux co suen mwnq nej? De dwg mbouj dwg dawz doengh boux co suen mwnq gajgak bae nej? Gajgak bae le, caiq co hawj daixlingh boux nej? 
MRK.12.10	Nanzdauh 
MRK.12.10	Canghranz vwt hih hengxdiuz, gajlaeng engq bienqbaenz aen ranz mbouj ndaej noix dih diuz gangqloz he.
MRK.12.11	Gij neix dwg Cangqdiq dih cawjeiq; youq ndaw lwgra raeuz dwg baenxlai geizmiuj hax.”
MRK.12.12	Yehsuh yienghneix doiq gyoengqde gangj le, gyoengqde dingq ndaej ok Yehsuh dih gij beijgangj neix dwg ceij gyoengqde he, couh 
MRK.12.14	Gyoengqde bae daengz le, couh cam Yehsuh naeuz: “Lauxsae, gyoengqraeuz rox mwngz dwg lauxsaed hih vunz; mboujguenj guxmaz vunz mwngz cungj mbouj yawj vunz guh saeh, cungj dwg yawj doxdoengz, cungj dwg saedsaed saehsaeh cenzgangj Cangqdiq hawj vunz baenzlawz goq saedceij hih. Yiengq raeuz cam mwngz, raeuz nab ceiq hawj goengjvuengz Lozmaj deng mbouj deng nej? 
MRK.12.15	Wng mbouj wnggai nab hawj de nej?”
MRK.12.15	Gyoengqde yienghneix cam le, Yehsuh yawj ndaej ok gyoengqde dih yimhmaeuz, couh doiq gyoengqde naeuz: “Faenhsou vihmaz ij sawq gou nej? Dawz maenz ngaenz he daeuj hawj gou yawj.” 
MRK.12.16	Gajlaeng gyoengqde couh dawz maenz ngaenz he daeuj hawj de. De couh doiq gyoengqde naeuz: “Gij duzsiengq neix caeuq gij coh de dwg byawz hih nej?”
MRK.12.16	Gyoengqde dingq le, han naeuz: “Dwg 
MRK.12.17	Yehsuh caiq doiq gyoengqde naeuz: “Yiengq goengjvuengz Lozmaj dih doxgaiq wnggai gvi hawj goengjvuengz Lozmaj; Cangqdiq dih doxgaiq caemh wnggai gvi hawj Cangqdiq.” Gyoengqde dingq Yehsuh yienghneix gangj le, cungj raen geizheih ij rai.
MRK.12.18	Yiengq caemh miz doenghgij vunz gaep haeuj Sajduhgaih baij he, siengzseiz naeuz mbouj miz dauqlix dih doenghgij vunz mwnq, daeuj cam Yehsuh naeuz: 
MRK.12.19	“Lauxsae, Mohsih 
MRK.12.20	Yiengq doenghbaez miz ranz he, miz caet goengjlungz nuengxau. Daeg daixdaeuz aeu yah ma, mijyaengz miz lwg haem hoeng cix ngaiz rai lo. 
MRK.12.21	Daengz daeg daixngeih, caemh aeu meh beixsauj de ma guh yah, caemh mijyaengz miz lwg haem cixcaemh ngaiz rai lo. Yiengq daengz daeg daixsam caemh dwg yienghneix. 
MRK.12.22	Caet daeg 
MRK.12.23	Yiengq daengz mwh dauqlix he, meh neix ij suenq dwg mehyah bouxlawz nej? Aenvih caet daeg cungj caemh aeu meh de goq.”
MRK.12.24	Yehsuh dingq le, han gyoengqde naeuz: “Faenhsou loek lo, aenvih faenhsou doiq Singqgingh gaenhbaenj mbouj rox cingsuj, caemh mbouj rox gij bonjsaeh Cangqdiq. 
MRK.12.25	Aenvih vunzrai ndaej dauqlix le, dwg luj bouxcai Cangqdiq yienghmwnq mbouj aeu mbouj haq hih.
MRK.12.26	“Gangj daengz vunz rai le ndaej dauqlix, faenhsou mij doeg goq Mohsih sij youq ndaw bien ‘Caz Oen Feiz Dawz’ bien neix mah? Ndaw de sij miz Cangqdiq naeuz:
MRK.12.26	Gou dwg 
MRK.12.27	Gij iqswh neix dwg naeuz, Cangqdiq dwg vunzlix dih Cangqdiq, mbouj dwg gij seihaiz vunz dih Cangqdiq. Faenhsou loek liux lo, haengzbaengzlaengz cungj loek liux lo.”
MRK.12.28	Yiengq youq mwnq miz boux fazliz cenhgyah he dingq daengz Yehsuh caeuq gyoengqde yienghneix lwnh le, roxnginh Yehsuh han gyoengqde han ndaej baenxlai ndei le, couh cam naeuz: 
MRK.12.29	Yehsuh dingq le, han naeuz: “Ceiq cungqyauq hih dwg:
MRK.12.29	Hijswzlez vunz hax, faenhsou dingq bax! Bouxcawj raeuz Cangqdiq caenhgag de cij dwg bouxcawj. 
MRK.12.30	Mwngz ij caensim caen'eiq ndiep gyaez bouxcawj mwngz Cangqdiq.
MRK.12.30	Diuz neix ceiq cungqyauq. 
MRK.12.31	Gajlaeng daengz:
MRK.12.31	Mwngz ij aiq gekleiz luj aiq bonjfaenh ityiengh.
MRK.12.31	Song diuz neix, caiq mij saek diuz ndaej beij song diuz neix cungqyauq haem lo.”
MRK.12.32	Boux fazliz cenhgyah mwnq dingq Yehsuh yienghneix naeuz le, couh naeuz: “Lauxsae, mwngz naeuz ndaej deng raixcaix. Cangqdiq cijngamq miz boux dog; cawz de ok caiq mij saek boux haem lo. 
MRK.12.33	Vunz caemh ij caensim caen'eiq ndiep gyaez de, caemh ij aiq vunz luj aiq bonjfaenh ityiengh. Gij neix beij doenghheij youq gwnz luz coemh hwj dajbwiz caeuq gak cungj dajbwiz hawj de hih lij giengz ndaej lai.”
MRK.12.34	Yehsuh raen de naeuz ndaej deng raixcaix le, couh doiq de naeuz: “Mwngz couh ijvanh ndaej gaep haeuj guek Cangqdiq lo.” Couh yienghneix, daj mbat mwnq hwnj, caiq mij'z vunz gamj cam Yehsuh gijmaz haem lo.
MRK.12.35	Gajlaeng miz baez he, Yehsuh youq ndaw gunghdenq Cangqdiq gaijyiz 
MRK.12.36	hoeng, Daqveiq bonjfaenh de vanzlij gag ciuq Hoenzsaenz Cangqdiq raengq hih yienghmwnq naeuz goq naeuz:
MRK.12.36	Cangqdiq doiq bouxcawj gou naeuz: ‘Naengh youq baixgvaz gou, daengj gou dawz gij dizyinz mwngz coengq youq laj din mwngz.’
MRK.12.37	Yiengq, giqyienz Daqveiq bonjfaenh de cungj gag heuh de ‘bouxcawj’ lo vwz, ciuq luj yienghneix ma gangj, de couh mbouj danhcij naeuz dwg lwglan Daqveiq, 
MRK.12.38	Yehsuh yienghneix gangj naeuz sat le, vanzlij caiq doiq gyoengqde naeuz: “Faenhsou ij fuengz doenghheij fazliz cenhgyah he. Gyoengqde cungj haenj daenj buhbauz raez hwj byaij yoekyoek goq gai bae, haenj hawj vunzlai dongx gyoengqde, dongx gyoengqde ndei, 
MRK.12.39	caemh haenj naengh ndaw veiqdangz dih mwnq daixdaeuz mwnq ndei he, haeuj daiz gw laeuj caemh haenj naengh mwnq ndei he. 
MRK.12.40	Gyoengqde hangzciemq gw gij gyadangq mehmaiq; gouz Cangqdiq, caeuq Cangqdiq gangj vah lai hux lai, cungj dwg guh hawj vunz yawj he. Doengh cungj vunz neix, ij ngaiz fad beij vunz naek lai.”
MRK.12.41	Yehsuh gangj daengz dineix le, couh byaij goq doiqmienh aen sieng ndaw gunghdenq Cangqdiq bienqnaengz vunz gien ngaenz he bae naengh, siengj yawjyawj gij vunz gien ngaenz roengz ndaw sieng mwnq bae. Yiengq de yawjraen miz haujlai vunz fouq gien haujlai ngaenz roengzbae. 
MRK.12.42	Gajlaeng de caemh yawjraen meh vunzmaiq vunz gungz he coengq song maenz cienzdoengz roengzbae; song maenz cienzdoengz mwnq mbouj ndaej dij daengz faen ngaenz he.
MRK.12.43	De yawjraen yienghneix le, couh heuh gyoengq lwgsae de goq daeuj, doiq gyoengqde naeuz: “Gou saedsaeh naeuz sou ni, mehmaiq vunz gungz mwnq coengq hih ngaenz beij sojmiz hih vunz coengq hih ngaenz cungj coengq ndaej lai, 
MRK.12.44	aenvih gyoengq vunz coengq hih ngaenz doiq gyoengqde ma gangj mbouj suenq guxmaz ngaenz, hoeng, meh vunzmaiq mwnq nej, meh de soj coengq hih ngaenz dwg de sojmiz ij ciengx mingh hih ngaenz he.”
MRK.13.1	Yehsuh doiq gyoengq lwgsae de yienghneix gangj sat le, couh daj gunghdenq Cangqdiq ok ma. Ok ma hih mwhde, miz boux lwgsae he doiq de naeuz: “Vax! Lauxsae, hawjm'z yawj hux, gij rin hih baenxlai 
MRK.13.2	Yehsuh dingq le, couh doiq de naeuz: “Mwngz haenh doenghgij neix mah? Gou naeuz mwngz ni, daengz baezneix hih mwh he, dineix cungj ij ngaiz bingzbwd liux bae.”
MRK.13.3	Gajlaeng, Yehsuh bae daengz aen bya Gamjlamj, youq gwnz bya Gamjlamj naengh hwj yiengq gunghdenq Cangqdiq bae. Yiengq, Bijdwz, Yajgoz, Yozhanq caeuq Anhdwzlez couh caegcaeg cam de naeuz: 
MRK.13.4	 cingj mwngz naeuz raeuz ni, mwngz daxbaenh naeuz hih gij saeh mwnq daengz seizlaw ij fatseng hax? Gij saeh mwnq ij fatseng hih mwhde, ij miz gijmaz gingjdoengh hax?”
MRK.13.5	Yehsuh dingq le, han gyoengqde naeuz: 
MRK.13.6	aenvih baezneix ij miz haujlai vunz yungh gij coh gou ma gyajcang naeuz: ‘Gou dwg Gihduz,’ yienghneix naeuz hwj yaeuh baenx haujlai vunz. 
MRK.13.7	Daengz mwh faenhsou raen luenh caeuq dingqri doxhoenx hih mwhde, faenhsou gaejyungh lau, aenvih doenghgij saeh neix gaengjdingq ij 
MRK.13.8	Daengz mwhde, minzcuz caeuq minzcuz, guek caeuq guek doxhoenx; diqcwnq hih diqcwnq, iekvangh hih iekvangh, doenghgij neix cungj dwg ij daengz souh nanh dih gingjdoengh lo, couh luj vunzbaz ij seng lwg yienghmwnq baenx raq baenx raq in'in hojyouq hojyouq yienghmwnq.
MRK.13.9	“Faenhsou caemh ij siujsim; daengz mwhde, faenhsou ij 
MRK.13.10	Hoeng, 
MRK.13.11	Yiengq, hauhnaeuz faenhsou ngaiz gaemh bae 
MRK.13.12	“Daengz mwhde, 
MRK.13.13	Faenhsou caemh vih gou hwj ngaiz vunz haenq. Hoeng, cijaeu faenhsou gyenhciz naenxsim roengzbae, couh gaengjdingq ndaej gouq.”
MRK.13.14	Yehsuh de caiq naeuz: “Mwh faenhsou yawjraen cauh baenz boqvaiq hih Cangqdiq dwgcaengz hih ndwn youq mwnq mbouj hab ndwn hih mwhde, youq Youzdaiq Saengj hih vunz couh ij deuz hwnj bya bae.” (Doeg duenh neix hih vunz wnggai nienx ndei gij dauhleix de.) 
MRK.13.15	“Hauhnaeuz miz vunz youq gwnz dingjranz hih, couh gaejyungh roengz ndaw ranz ma aeu doxgaiq, 
MRK.13.16	caiq hauhnaeuz miz vunz youq ndaw reih hih caemh gaejyungh ma ranz aeu buh. 
MRK.13.17	Daengz mwhmwnq, meh daiqndang caeuq meh daiqnauq miz nanh lo. 
MRK.13.18	Daengz mwhmwnq, faenhsou wnggai gouz 
MRK.13.19	aenvih daengz mwhmwnq couh ij nanh dawz lo, daj Cangqdiq cauh mbwn cauh deih doxdaeuj daengz seizneix mbouj miz goq, baezneix caemh mbouj caiq miz. 
MRK.13.20	Yiengq, hauhnaeuz Cangqdiq mbouj gemj doengh ngoenz nanh dawz he nex, couh mij'z vunz ndaej lix roengzbae. Cijmboujgoq nex, Cangqdiq vih gij vunz de senj okdaeuj he hwj gaenq dawz doengh ngoenz mwnq gemj noix lo.
MRK.13.21	“Daengz mwhmwnq, hauhnaeuz miz vunz doiq faenhsou naeuz: ‘Neq, yawj veiq, Gihduz youq dineix!’ cixnaeuz naeuz: ‘Neq, yawj veiq, Gihduz youq mwnq!’ yienghneix nex, faenhsou cungj mbouj ndaej sinq, 
MRK.13.22	aenvih daengz mwhde ij miz gyaj dih Gihduz caeuq gyaj dih boux cenz gij vah Cangqdiq he ok daeuj guh doenghgij geizmiuj gingjgyauj he hwj yaeuh vunz, daiqlienz gij vunz 
MRK.13.23	Sojhij, faenhsou ijaeu daezfuengz, aenvih gou gaenq sien dawz sojmiz hih naeuz faenhsou ni lo.”
MRK.13.24+MRK.13.25	De youhcaiq naeuz: “Daengz mwh nanh mwnq goq le, 
MRK.13.26	Daengz mwhmwnq, gij vunz ij yawjraen Vunz dih Daiqbiuj rongh sagsag myig myiengzmyiengz cienfanh miz vi miz rengz he caeuq gij fwj 
MRK.13.27	De ij baij bouxcai Cangqdiq bae daengz ciqgyaiq gak dieg bae hawj doenghheij vunz de senj okdaeuj he daeuj doxcomz.
MRK.13.28	“Faenhsou wnggai coengz go uzvahgoj hag gij dauhleix neix: mwh go de gij nyod de bienq heu did mbaw hih mwhde, faenhsou couh rox seizhah ij daengz lo. 
MRK.13.29	Caemh doxdoengz, mwh faenhsou yawjraen doenghheij saeh neix fatseng hih mwhde, faenhsou couh rox Vunz dih Daiqbiuj couh ij daeuj daengz lo, couh youq bakdou lo.” 
MRK.13.30	De vanzlij caiq naeuz: “Gou saedsaeh naeuz sou ni, daih neix hih vunz vanz mijyaengz gvaqseiq haem, doenghgij saeh neix couh ij fatseng lo. 
MRK.13.31	Mbwnmbwn deihdeih cungj cawzraeg liux, hoeng, gij vah gou yungjyenj mbouj rox raeg.”
MRK.13.32	De youhcaiq naeuz: “Hoeng, gou naeuz sou ni, mij vunz rox ngoenzlawz, seizlawz, daiqlienz bouxcai Cangqdiq caeuq daeglwg 
MRK.13.33	Faenhsou ij siujsim, ij singqsag, aenvih faenhsou mbouj rox ngoenz mwnq seizlaw daeuj daengz.
MRK.13.34	“Couh luj boux ij ok roen gyae bae he; de ij okdin bae hih mwhde, dawz ndaw ranz hih hong gyau hawj bouxhoiq guenj, caemh raengq boux souj dou de ij siujsim. 
MRK.13.35	Sojhij, faenhsou ijaeu singqsag, aenvih faenhsou gaenhbaenj mbouj rox bouxcawj ij seizlaw ma, mbouj rox hih doengxhaemh haj cixnaeuz singjngwnz, mbouj rox hih gaeq haen haj cixnaeuz doengxhaet ma. 
MRK.13.36	Yiengq, hauhnaeuz de sawqmwh ma nej, gaejyungh hawj de raen faenhsou ralaep lo. 
MRK.13.37	Gou doiq faenhsou yienghneix naeuz, caemh doiq gyoengq vunzlai yienghneix naeuz, 
MRK.14.1	Miz baez he, couh dwg ij daengz aen ciet Bienqgoqbae he, caemh dwg aen ciet Cawz Yauqmuj
MRK.14.2	Hoeng, gajlaeng gyoengqde naeuz: “Gyoengqraeuz mbouj ndaej youq aen ciet neix doengh fawz, hoengjlau gij vunzlai 
MRK.14.3	Mwhneix, Yehsuh cingq youq aen mbanj Bwzdaqniz, youq laeng Sihmaenz boux hwnj mazfung goq neix gw haeux. Yiengq cingq gw hih mwhde, miz boux vunzbaz he dawz aen bingz aeu nyugsig ma guh he, ndaw de coux rim gij youz rang fwtfwt dijbauj he heuh naqdaz he, dawz daeuj. Dawz daeuj le, couh doh 
MRK.14.4	Yiengq youq mwnq miz geij boux raen yienghneix le, couh yawj mbouj goq ra, couh aeuqheiq hwj lwnh naeuz: “Hozbiet yienghneix langqfeiq nej? 
MRK.14.5	Bingz youz rang dijbauj neix gijmaj hai ndaej sambak lai ngaenz hwx;
MRK.14.6	Hoeng, Yehsuh dingq le, dauq han naeuz: “Ajcaih de lo bax! Hozbiet ij diuqgaz de nej? De youq gwnz ndang gou guh hih dwg gienh ndeisaeh he nex. 
MRK.14.7	Vunz gungz, faenhsou seizlaw bang mbouj ndaej, aenvih gyoengqde siengzseiz caeuq sou youq itheij, cijaeu faenhsou haenj. Hoeng, gou nej, gou mbouj siengzseiz caeuq sou youq hah. 
MRK.14.8	Boux vunzbaz neix de gaenq caenh de soj ndaej guh daengz hih ma guh lo; de dawz gij youz rang he raix hwnj gwnz ndang gou daeuj, dwg vih baezneix ij cangq gou hwj guh ndei cwnjbiq lah. 
MRK.14.9	Gou saedsaeh naeuz sou ni, mboujguenj Cangqdiq dih ndei siuhsiz cenz bae daengz lajmbwn hih goklaw, boux vunzbaz neix soj guh hih saeh caemh gaengjdingq miz vunz cenz bae daengz goklaw, vunz caemh gaengjdingq ndaejgeiq de.”
MRK.14.10	Gajlaeng, Yehsuh dih cibngeih boux 
MRK.14.11	Yiengq gyoengqde dingq le, cungj angq hwj ij rai, couh dapwngq hawj de ngaenz. Couh daj mwhneix hwnj, Youzdaq couh siengj banqfaz ra congxmbongq ij baenzlawz ndaej gaemh dawz Yehsuh gyau hawj gyoengqde.
MRK.14.12	Yiengq daengz aen ciet Cawz Yauqmuj dih ngoenz daixdaeuz, couh dwg ij gaj yiengzlwg hwj cwnjbiq goq aen ciet Bienqgoqbae hih ngoenz mwnq, gyoengq lwgsae Yehsuh cam Yehsuh naeuz: 
MRK.14.13	Yehsuh dingq le, couh heuh song boux lwgsae goq daeuj, doiq song boux de naeuz: “Faenhsou haeuj singz bae, couh yawjraen miz boux he, de riuj miz huz raemx he; faenhsou couh gaen de bae. 
MRK.14.14	De haeuj aen ranzlawz bae, 
MRK.14.15	Faenhsou yienghneix naeuz le, de couh gaengjdingq daiq faenhsou hwnj laeuz bae yawj, faenhsou caemh gaengjdingq raen miz aen fungh hung he, ndaw de baij hwj ndei ndwtndwt, gaiqgaiq cungj miz he; faenhsou couh youq mwnq cwnjbiq bax.”
MRK.14.16	Yehsuh yienghneix raengq le, song boux de couh haeuj singz bae lo. Yiengq song boux de bae soj roeb daengz hih cingqgawq luj Yehsuh soj gangj hih yienghmwnq. Gajlaeng gyoengqde couh youq mwnq cwnjbiq ndei ciet Bienqgoqbae dih haeuxcaeuz lo.
MRK.14.17	Yiengq daengz yiengqhaemh le, Yehsuh couh daiq cibngeih boux 
MRK.14.18	Gajlaeng gw haeux hih mwhde, Yehsuh doiq gyoengqde naeuz: “Gou saedsaeh naeuz sou ni, faenhsou ndaw neix miz boux he ij cuzmaiq gou; de seizneix cingq caeuq gou gw haeux nex.”
MRK.14.19	Yehsuh yienghneix gangj le, gyoengq lwgsae de cungj you hwj ij rai. Bouxboux cungj cam de naeuz: “Mbouj dwg gou bax?”
MRK.14.20	Gajlaeng Yehsuh han naeuz: “Dwg cibngeih boux faenhsou ndaw neix hih boux he; boux de caemh caeuq gou caemh demj aen vanj he gw bingj hwj. 
MRK.14.21	Cingq luj 
MRK.14.22	Yehsuh yienghneix gangj sat le, couh dawz aen bingj he hwnjdaeuj docih Cangqdiq. Docih le, couh euj faen hawj gyoengq lwgsae de, doiq gyoengqde naeuz: “Faenhsou gw bax; gij neix couh dwg 
MRK.14.23	De gangj sat gawq neix le, youhcaiq dawz aen cenj 
MRK.14.24	Gyoengqde gw le, Yehsuh couh naeuz: “Gij neix couh dwg 
MRK.14.25	Gou saedsaeh naeuz sou ni, daj seizneix hwnj, gou mbouj caiq gw saek ndik laeuj, cizfeih daengz gij gienzveih Cangqdiq youq lajmbwn fazveih, daengz mwhmwnq gou cij gw.”
MRK.14.26	Couh yienghneix, gajlaeng gyoengqde daixgya ciengq gij go haenh Cangqdiq. Ciengq sat le, couh ok ma yiengq aen bya Gamjlamj bae lo.
MRK.14.27	Gyoengqde bae hih mwhde, Yehsuh vanzlij caiq doiq gyoengqde naeuz: “Faenhsou bouxboux cungj ij mbouj nginh gou liz gou, aenvih 
MRK.14.27	Gou ij doh rai boux ciengx yiengz; gyoengq yiengz couh ij sanq deuz liux.
MRK.14.28	Hoeng, daengj gou dauqlix le, gou sien bae daengz Gyahliqliq daengj faenhsou.”
MRK.14.29	Yiengq Bijdwz dingq le, couh naeuz: 
MRK.14.30	Yehsuh dingq le, dauq han de naeuz: 
MRK.14.31	Bijdwz dingq le, ngengh euq naeuz: “Cungjsuenq naeuz gou gaengjdingq ngaiz caeuq mwngz ngaiz rai, gou cungj mbouj mbouj nginh mwngz.” Bijdwz yienghneix naeuz le, lij lw hih lwgsae cungj caemh yienghneix naeuz.
MRK.14.32	Gajlaeng, gyoengqde bae daengz mwnq dieg heuh Gwzsihmajniz he le, Yehsuh couh doiq gyoengq lwgsae de naeuz: “Faenhsou youq dineix naengh daengj gou bax; daengj gou bae gouzhaenh Cangqdiq gaenq.” 
MRK.14.33	De yienghneix naeuz le, couh daiq Bijdwz caeuq Yajgoz caeuq Yozhanq itheij bae lo. Couh youq mwhneix, de couh gaihcij roxnginh siengsim gikheiq lo. 
MRK.14.34	Gajlaeng de couh doiq sam boux de naeuz: “Gou siengsim ij rai bae; faenhsou youq dineix buenx gou, caemh ij daezsingj cij ndaej.”
MRK.14.35	Yehsuh de yienghneix naeuz sat le, couh gag byaij doxbae di he, couh bomz roengz doem bae ij gouz Cangqdiq, gouz Cangqdiq ndaej mbouj ndaej mbouj hawj gij nanh neix dawz de. 
MRK.14.36	Yiengq de couh gouz naeuz: “Boh hax boh, mwngz mij'z naeuz gijmaz guh mbouj daengz hih; gou gouz mwngz mbouj hawj gou souh gij haemzhoj neix! Gannaeuz gou gouz mwngz yienghneix lah, hoeng, vanzlij dwg ciuq gij cawjeiq mwngz bae guh bax!”
MRK.14.37	De gouz sat le, couh dauq maj daengz sam boux lwgsae de mwnq. Ma le, engq raen sam boux de ralaep lo. De raen yienghneix le, couh 
MRK.14.38	Faenhsou ij baujciz singqsag, mbouj dingz hih gouz Cangqdiq cij dingx ndaej goq mbouj ngaiz yaeuh hah. 
MRK.14.39	De yienghneix gangj sat le, caiq dauqyungz bae gouz Cangqdiq, gouz hih vah caemh dwg caeuq daxbaenh ngamqngamq gouz hih doxdoengz. 
MRK.14.40	Gouz sat le, de caiq dauq ma daengz sam boux lwgsae de mwnq. Dauq ma le, caemh ciuqyiengh raen gyoengqde vanzlij ralaep. Aenvih gyoengqde cengq cungj cengq mbouj ndaej hoi ra, gyoengqde caemh mbouj rox hih ij baenzlaw han de.
MRK.14.41	Gajlaeng Yehsuh 
MRK.14.42	Vaiq hwnq! Yawj veiq, boux buenqduz hai gou mwnq daeuj daengz lo! Gyoengqraeuz goq bae bax!”
MRK.14.43	Yehsuh vanzlij gangj gij vah neix hih mwhde, cibngeih boux 
MRK.14.44+MRK.14.45+MRK.14.46	Youzdaq goq daeuj le, couh majcangq byaij daengz dangqnaj Yehsuh, couh heuh naeuz: “Lauxsae!” De heuh le couh doq cup de. 
MRK.14.47	Couh youq mwhneix, ndwn youq henz de hih boux lwgsae he couh doq yot fag giemq de okdaeuj, couh doq raemj duj rwz bouxhoiq goengjsae dajbwiz daeuzdaeuz hih duj rwz he gat. 
MRK.14.48	Yehsuh raen yienghneix le, couh doiq gyoengq vunz mwnq naeuz: “Faenhsou dawz giemq dawz faex hwj daeuj gaemh gou; nanzdauh gou dwg caeggeq mah? 
MRK.14.49	Gou ngoenzngoenz cungj youq ndaw gunghdenq Cangqdiq son vunz, caeuq faenhsou youq itheij; faenhsou mij gaemh gou. Hoeng, faenhsou yienghneix guh cingq lingz ok youq ndaw Singqgingh ndaw de soj sij naeuz hih.”
MRK.14.50	Couh youq mwhneix, 
MRK.14.51	Yiengq, miz boux hauxseng rangz he gwnz ndang de bangj miz vangq boiqmaz he gaen youq gajlaeng Yehsuh. Gyoengq vunz mwnq raen le, couh ij gaemh dawz de, 
MRK.14.52	hoeng, de couh vwtvak vangq boiqmaz de loxgenz loxgangh hwj vaiqdi riq deuz lo.
MRK.14.53	Gajlaeng, gyoengq vunz mwnq gam dawz Yehsuh bae daengz 
MRK.14.54	Yehsuh ngaiz vunz gam dawz bae hih mwhde, Bijdwz gyae'gyae req gaen gajlaeng bae, itcig gaen bae daengz daxhongh 
MRK.14.55	Yiengq doenghheij goengjsae dajbwiz caeuq baenx gyoengq veijyienzveiq youq mwnq doxcomz mwnq cungj siengj cimh cingqgiq ma gauq Yehsuh, buenq de rai, hoeng, cimh mij raen miz cingqgiq. 
MRK.14.56	Mbouj danhcij yienghneix, caemh miz haujlai vunz daeuj bangjlaih de gauq de, hoeng gyoengqde soj bangjlaih soj gauq hih cungj mbouj doxdoengz. 
MRK.14.57	Gajlaeng, youq mwnq caemhcaiq miz geij boux ndwn hwnjdaeuj luenh bangjlaih de naeuz: 
MRK.14.58	“Gyoengqraeuz dingqri de naeuz goq naeuz: ‘Gou ij dawz aen gunghdenq Cangqdiq vunz hwnq baenz neix cek bae, sam ngoenz couh caiq ndaej doiqyungz hwnq hwnjdaeuj, hoeng, mbouj dwg vunz hwnq hih.’” 
MRK.14.59	Gyoengqde yienghneix luenh gauq de, hoeng, gyoengqde soj gangj hih cungj mbouj doxdoengz.
MRK.14.60	Yiengq, goengjsae dajbwiz daeuzdaeuz dingq gij vunz yienghneix gauq de le, couh ndwn hwnjdaeuj youq dangqnaj vunzlai cam Yehsuh naeuz: “Gyoengq vunz gauq mwngz, mwngz vihmaz mbouj gag buek nej?” 
MRK.14.61	Goeng de yienghneix cam, hoeng, Yehsuh dauq mij han mij haemq de.
MRK.14.61	Gajlaeng, goeng de caiq cam de naeuz: “Mwngz dwg mbouj dwg Gihduz, boux wnggai haenh dih Cangqdiq dih lwg?”
MRK.14.62	Yehsuh dingq le, han naeuz: “Dwg hah, gou couh dwg. Baezneix faenhsou gaengjdingq ij yawjraen Vunz dih Daiqbiuj naengh youq baixgvaz gienz akak rengzrengz 
MRK.14.63	Goeng de dingq de yienghneix naeuz le, couh aeuqheiq hwj gag mbek gij buh bonjfaenh, naeuz: “Gyoengqraeuz hozbiet ij cimh cingqgiq haem nej? 
MRK.14.64	Faenhsou gaenq dingqri de gag gangj gij vah daekcoih Cangqdiq he lo. Faenhsou naeuznaeuz yawj baenzlaw guh bax!”
MRK.14.64	Gyoengq vunz dingq le, couh naeuz: “Wnggai buenq de rai!”
MRK.14.65	Couh yienghneix, gajlaeng engq miz vunz byiq myaiz hawj de, caiq aeu boiq ma fung cehra de hwj cij gaemxgyienz dub de doiq de naeuz: 
MRK.14.66	Mwhde Bijdwz caemh vanzlij youq daxhongh 
MRK.14.67	De yawjraen Bijdwz youq mwnq byoq feiz le, couh cimyawj de doiq de naeuz: “Mwngz soqlaiz cungj dwg caeuq Nazsajlwz vunz dih Yehsuh caemh buek vunz he.”
MRK.14.68	Bijdwz dingq de yienghneix naeuz le, engq mij nginh Yehsuh, dauq han naeuz: “Gou mbouj rox mwngz naeuz gijmaz hah.” De yienghneix han dah de le, couh ok daxhongh ma daengz bakdoumonz. Couh youq mwhneix, gaeq couh haen lo.
MRK.14.69	Goq ndaej yaep he le, dahhoiq mwnq caiq yawjraen de, yiengq dah de couh doiq gij vunz ndwn henz he naeuz: “Ndaek vunz ndaekn'x dwg caeuq boux mwnq caemh buek vunz he hah.”
