MAT.1.1	Devit ninado Abraham nah sapfii mpou Jisu Kristamah adoidoi tiisii lungkahum Pfiitat mah larek.
ACT.8.34	Teito Ithopiyamei mi katupii sapfii mpou teinii Filip dakii khe- kalatle, “N-gu tampyiilo, Lungkaka- lingmeinii sam ai tago tam leipo? Mpou khang kito tamlei manii mak-kii mei kata hangninii mah kaang kito tamleipo?” 
ACT.8.35	Teito Filipnii mwi kokga patsii, kabi rasam aikito haosii Jisu mah kabi rasam tei mpou dakii tam ralipyiitu takle. 
ACT.8.36	Sateichii ahnyiinii aitiisii pwidi lamto tatleibangpii dwi kalei nitei gong wotakle; teito Ithopiyamei mi katupii teinii tamle, “Julo, aiki dwi lei takle, n-gu dwi mpumpyii tang karam kito kadapei kadang leipo?” 
ACT.8.37	(Teito Filipnii tamle, Golung matum madum haisii malum takle leponii mazhiile, teito mpounii khekalatle, Saraa nah sapfii mpou tei Jisu Kristale katu Inii malumle.)
ACT.8.38	Teito mpounii takoi garyii tei sat tang karam jangpii kakhat takle, ninado Filipdo Ithopiyamei mi katupiido mpoupiinanii dwi kalei nitei hum wosii, mpounii mpougo dwi mpumpyii takle. 
ACT.8.39	Sateichii ahnyii- nii dwi kiteito pat sek-kii, Bangpii mah rangii teinii Filip go poisii tat tutakle sateichii Ithopiyamei mi katupii sapfii mpou teinii mpougo ngouloi sutakle; kadapochiinii mpou- nii nta ntasii tat tutakle. 
ACT.8.40	Nlenii Filip go Azotas kikii ngoutakle sateichii mpounii Kaisariya ki gongliit tang kasuta tei namdi hangki maasii kabi rasam tei tam ralipyiile.
ACT.9.1	Nlenii aitoitodo Bangpiitai kaswimei hang go tiikahui tangle ninado gitangle katupii Solnii ngoukahing chyiingai ngaisii kanat kanhii kajum Tingditupiida tat tutakle, 
ACT.9.2	Bangpii mah pwidi swikalei sapfiimei godo sapwimei godo kata kangkago douwoleponii, ahnyiigo jum wosii Jerosalem kikii poigong katu mazhiitang karam jangpii Damaskas ki Jehudimei mah ndwi kito kalei mei dakii pyiitang karam mwija tei khangtakle.
ACT.9.3	Sateichii mpounii aitiisii tat leibangpii Damaskas sazyii tei nagonglei takle sek-kii, aitiisii pat takle, katunii binasek-kii sating gamto kava hangninanii mpouku hangki vapyii takle, 
ACT.9.4	teito mpounii sazyii koumang takle; sateichii “Sol, Sol nangnii n-gu kadajangpii tiika- mage leipo?” Sii mpou dakii katam rok hangninii mpounii shiitakle.
ACT.9.5	Teito mpounii tamle, “Bangpii, nang tapo?” Saraanii tamle, “Inii nangnii tiikamagesii kalei Jisu teile. 
ACT.9.6	Nlenii tusat tosii namdi kitei liitlo, sateichii nangnii kada dapei tiitangpo katu Inii godakii tampyii tangle.”
ACT.9.7	Sateichii mpougo kaswisii pwidi tat kalei sapfiimei hangteinii roknii shiisanii meigo kado ngousu sek-kii sam tampei wolaksii sat takle. 
ACT.9.8	Sateichii Solnii sazyiito gungtu satto takle, nlenii mpou mik rak sek-kii samah kado ngousu takle teito ahnyiinii mpougo bahto jum wosii Damaskas ki namdi lung teikii chyiiliit pyiitakle. 
ACT.9.9	Sateichii mpou leimik hangtum kashang katang tei samah kado ngoumakle, sateichii chiido sakdo supii bamle.
ACT.9.10	Sateichii Damaskas ki Kris- tenmei, zei “Ananiyas” sii kalat mei hangninii leile sateichii Bangpiinii mpou dakii mangoupyiisanii tamle, “Ananiyas!” teito mpounii tamle, “I aiki leile, Bangpii!”
ACT.9.11	Teito Abangpiinii mpou dakii tamle, “Tusat tosii kamajyii pwidi sii kalat pwidi kadi kitei maasanii, Judas kikii Tarsas mpfii Sol sii kalat sapfii mpou gotei fiitulo, kadaponii julo, mpounii riitasii bamle. 
ACT.9.12	Sa- teichii Ananiyas katupii sapfii mpou ainii tatliit sii mpounii mik ngou wokabui jangpii mpou phyiiryiikii bah poikai pyiisii riita kalei tei ngoutakle.”
ACT.9.13	Nlenii Ananiyasnii khekalatle, “Bangpii, sapfii mpou aipou mah kaang kito, mpounii Jerosalem kito gomah kamalum mei dakii kadaziika kashyii tiikalei tei Inii meihang dato shiitakle; 
ACT.9.14	sateichii aikito gozeigo kalatmei hang go jumtang karam jangpii kanat kanhii kajum Atingmei dato teimaham tei mpounii doutakle.”
ACT.9.15	Nlenii Bangpiinii mpou dakii tamle, “Tat tulo, kadaponii lui ka- kimei hang, sagongmei hang ninado Isrelmeinah doito guzei pung tang karam jangpii sapfii mpou ai gujangpii kalai mpat kabam baituile. 
ACT.9.16	Kadapokii mpounii guzei jangpii kadaziika kamage kalak leh tangle katu tei Inii mpou dakii matipyii tangle.”
ACT.9.17	Teito Ananiyasnii maasii ki teiki tei liit takle sateichii mpoubah tei ah phyiiryiikii poikai pyiisii tamle, “Gukangsanapii Sol, Nangnii ngou kabui ninado n-go rangii kama- teipiinii tokryii matutang karam jangpii, katunii nangnii tat kagong pwidi kiteito godakii mangou kapyii Jisu teinii, n-go lang magongpyii takle.” 
ACT.9.18	Sateichii teisek teikii mpou mik kiteito akaa-bet takum katu chengnakii tak khii takle teito mpounii mik ngou kalu tei doutakle. 
ACT.9.19	Sateichii mpounii gungtu sat tosii dwi mpum wotakle, ninado mah chiiwo sek-kii mpoumah teimaham tei douloi wotakle. Sateichii mpounii Damaskas kito kalei boumeigo kaswisii leimik shangniikii bamle. 
ACT.9.20	Sateichii mpounii Jehudimei mah ndwini hangki tei liitsii, “Jisu ai Saraanah sapfii mpoule” sii tam ralipyiitu takle.
ACT.9.21	Sateichii shiikalu meihangnii madatsii tamle, “Jerosalem kito zei aigo kamata mei hang go tiimaga tang karam jangpii katii tei mei aipou makde? Sateichii mpounii aikito ahnyiigo jum wosii kanat kanhii kajum tingdimei doikii pang gong tang karam jangpii gongle.”
ACT.9.22	Nlenii Solnii tam rali kapyii tei kisii kisii teisii, Jisu ai Kristale katu maning kariirhii tei gasii tam rali kapyii kito, Damaskas kito kalei Jehudimei hang go sung tiimaga aitakle.
ACT.9.23	Teitai tinglang kathangkii sou- kaleitai, Jehudimei hangnii mpougo gitoi tang karam jangpii sam rashii wotakle. 
ACT.9.24	Nlenii ahnyii mah kamakum rashii tei Solnii tiwo takle; ahnyiinii mpougo gitang karam jangpii tinghum tingna namdi mah takam kamjao kuto mbeisii bamle. 
ACT.9.25	Nlenii mpou boumeinii mpougo tinghumkii razyii hangninii lung kikii kaiwosii mbaang phyiiryiito toi m-mangpyii aitakle.
ACT.9.26	Sateichii mpounii Jerosalem ki liitto sekkii, mpounii Tiilamlwi ka- pyiimei go kadou tang karam jangpii tiitakle sateichii mpounii boumei hangninii tiitu takle katu tei malum supiinii, ahnyii hangnii mpougo hingtakle. 
ACT.9.27	Nlenii Barnabasnii mpougo pangsii Tiilamlwi kapyii- meida pang gongpyiisanii, mpounii pwidi lamto Bangpii go kada takumpiinii ngou wopo, Bangpiinii mpougo sam karashii kalu sateichii kada takumpii mpounii Jisu zei kito Damaskas sazyii kito sangtingsii kabi rasam tam ralipyiipo katu tei ahnyii dakii tiigatpii tampyii takle. 
ACT.9.28	Sateichii bangpii zei kito sakhyii bisii kabi rasam tam ralipyiisii, Jerosalem ki tatpat tatliitsii mpounii ahnyiigo kaswisii bam takle. 
ACT.9.29	Sateichii mpounii Grik lat katii Jehudimei go tampyiile ninado sam kajyiile, nlenii ahnyiinii mpougo gitang karam jangpii tiitu takle. 
ACT.9.30	Sateichii kamalum mei kangsa- nameinii tei tei tigong sek-kii, mpougo Kaisariya sazyii kikii pang patsii Tarsas kikii langtoi aitakle.
ACT.9.31	Teitinglang kak Judiya, Galili ninado Samariya hangki rangii kamatei paito charsh hang go tiimakhii pyiisanii kamajung tei dou wole; sateichii Bangpii go sadzyii ngariit katii kito ninado rangii kamatei mah jumage kapyii kito meilui moibuibui pat tutakle.
ACT.9.32	Toinii Pitarnii bamlyii hangki tatsii tatsanii Litda kito kalei kamalum meida teido tatliit takle. 
ACT.9.33	Sateichii teibam kiteito zei Ananiyas sii kalat tingkum siisat katang zyiigamto zyiisii kalei, apum pei taisii kalei sapfiimei hangniniigo mpounii kadou wotakle. 
ACT.9.34	Teito Pi- tarnii mpou dakii tamle, “Ananiyas, Jisu Kristanii n-go tii mbipyii takle, gungtu sat tosii go-zyii tiiwolo.” Tei- sek-kii mpounii gungtu sat totakle. 
ACT.9.35	Sateichii Litda ninado Saron kito kalei mei hangnii mpougo ngou wotakle sateichii ahnyiinii Bang- piida ngaryii gong takle.
ACT.9.36	Sateichii Jopa kito zei Tabitha sii kalat, kadat mpat sek-kii Dorkas sii kalatpei sapwimei boumei mei hangninii bamle, sapwi mpei ainii taksupii tiikalei hangtei tha kabipii ninado lungsyii lungset kati piinii tokryiile. 
ACT.9.37	Sateichii tei tinglang hang lungki teito, sapwi mpei teinii ranisii taitakle; sateichii ahnyiinii mpoupei gotei pangpatsii, aki shang kasagoipii ki teikii kai aitakle. 
ACT.9.38	Teito Litda nam tei Jopa nam kuto manangsii kabam taiswisii Boumei teinii Pitar tei teiki leile katu tei shiiwosii, “Lungsyiisii nyiida gongliit pyiitang karam risei sulo” sii mpou dakii tam matutang karam jangpii sapfiimei hangna mpou dakii lang matutakle. 
ACT.9.39	Teito Pitarnii tusat tosii ahnyiigo kaswisii tat tutakle. Sateichii mpounii teiki tei gongliit takle sek-kii, ahnyiinii mpougo ki shang kasagoipii kitei pangtu takle. Sateichii kamipwimei hangteinii hatsii hatsii, Dorkasnii ahnyiigo kaswisii lungkalei kak peijou ninado kaki kaki peimani sarui kapyii hangtei mangousii mpou dato sat takle. 
ACT.9.40	Nlenii Pitarnii ahnyiihang go tat matusanii, kok kum wosii riitale, sateichii katai pum datei ngaryii gongsii mpounii tamle, “Tabi- tha, gungtu wolo!” Teito mpoupeinii mik rak wotakle sateichii Pitar go ngou wosek-kii, gungtusii bam wotakle. 
ACT.9.41	Teito Pitarnii mpoupei go bahpii chyii matu masatpyii takle sateichii kamalum meigo ninado kamipwimei hang go lat tosii mpoupeigo ringsii dou malu takle. 
ACT.9.42	Sateichii Jopa sazyii kito kaleimei hangnii tei tei tigong sek-kii mei- hangnii Bangpiigo malum wotakle. 
ACT.9.43	Sateichii Pitarnii Simon sii kalat tiigyiitha tiisii kaleimei hangniniigo kaswisii Jopa ki tinglang kathangkii bamle.
ACT.10.1	Sateichii Kaisariya ki Itali- yamei mah saryiimei sii kalat saryiimei mei hai phyiiryiito kadi tiikaleipii, zei Kornilius sii kalat sapfiimei hangninii leile. 
ACT.10.2	Mpou ai Saraa go kamalum mei hangniniile sateichii mpouki kalungmei matum madum Saraa go matale, mpounii kangmeigo hangkapii tiihasii tak- supii Saraago matasii bam leile. 
ACT.10.3	Tingneikii tingna pung sokchyii tinglang doukii mpougo madhang kapyii hangninii kito Saraa mah sating gamlui hangninanii mpouda gongsii tamle, “Kornilius,”
ACT.10.4	Teito mpounii mik karangsii hingsii tamle, “Kadapeipo, Bangpii.” Teito Ahnii mpou dakii tamle, “Gomah kariita ninado nangnii meigo lungsyii lungset kati hangtei Saraa doito mangai supii maningsii bamtang karam jangpii sating gam pitakle. 
ACT.10.5	Sateichii aitoinii sapfiimei go lang mpatsii, zei Simon Pitar sii kalatpii gotei maa pang gong matulo. 
ACT.10.6	Mpou teinii Simon sii kalatpii tii- gyiitha katiimei hangniniiki rhiiziile, mpouki teinii dwijai kuto bamle.” 
ACT.10.7	Sateichii mpou dakii sam rashii kalei sating gamlui teinii tat tusek-kii, mpounii mpouki kaleimei kak kito sapfiimei hangniniigo sateichii mpougo nga ngamatu tang karam jangpii tinglang kaleita koisii kalei meikak kito Saraago kamalum saryiimei hangniniigo lat tosii, 
ACT.10.8	ahnyii dakii sam hangtei tampyiisii, Jopa ki teikii mpounii ahnyiigo lang mpat aitakle.
ACT.10.9	Supounei leimik tei, ahnyiinii pwidi tatsii tatsii namdi kitei ma- nang leitakle sek-kii, Pitarnii pung siiruk kata tinglang doutei riita tang karam jangpii ki sagoi phyiiryii tei tuwo takle. 
ACT.10.10	Sateichii mpou ai moi mazyiisanii mah chiinyiitu takle; nlenii ahnyiinii mah chiitang karam jangpii tiikada leibangpii mpou dakii mangoupyiile; 
ACT.10.11	sateichii sating gam laat kabam, ninado apei gum kadi hangninii takumpiinii kha madai tiisii sazyiikii mahum kapyii tei mpounii ngoutakle. 
ACT.10.12	Teiki lung teito jat kalei kaga pi madai kapung kounah, sazyiito moipii chyiikarhiisii katat kounah, ninado sating gam ruinah hang teido haile. 
ACT.10.13	“Sateichii tusat wolo, Pitar, gisii chiilo.” Sii katam rok hangninii mpouda gongtakle.
ACT.10.14	Nlenii Pitarnii tamle, makle, “Bangpii, kadapochiinii kasaba ni- nado matei kasumah hangninii kado Inii mahdou kado chiilei makle.”
ACT.10.15	Sateichii rok hangninii nlai- loisii hangna kashang tiisii mpouda gong takle, “Saraanii tiimatei kalei gotei kasaba ninado kahong sii nangnii latlak tang karamle.” 
ACT.10.16	Sateichii ai ai hangtum kashang tiisii pat takle, sateichii binasek-kii mah kakaipot tei sating gam poimatu tutakle.
ACT.10.17	Sateichii Pitarnii ngou kalu madhang kapyii tei kadapei goposii mpouroinapii mpounii hangkapiinii lungnyii lunghao leibangpii, julo, Kornilius nii lang ka-mpat sapfiimei hangteinii Simon kitei n-nhii sii ki takam kuto satsii, 
ACT.10.18	zei Pitar sii kalat Simon tei teiki rhii rhiimakpo sii n-nhii gong takle.
ACT.10.19	Sateichii Pitarnii mpougo madhang kapyii tei kadapei goposii maning masak leibangpii rangiinii mpou dakii tamle, “Julo, sapfiimei hangtumnii n-go fiileile, 
ACT.10.20	Nlenii gungtusii tat humlo sateichii samah kado maning karhiirhii katu gasii ahnyiigo kaswisii tat tulo, kadaponii Inii ahnyiigo lang magong ziile.” 
ACT.10.21	Teito Pitarnii sapfiimei lumei datei tat humsii tamle, “Julo, gonyiinii fiisii kalei mei tei I-le, gonyiinii kadapei jangpii gong leipo?”
ACT.10.22	Sateichii ahnyiinii tamle, “Saryiimei mei hai phyiiryiito apum tiikaleipii Kornilius, kasang ninado Saraago kahing sateichii Jehudimei lui hangnii tam ka-mbipii dakii, mpou kikii n-go pang gong matutang karam jangpii ninado godato sampao tei shii tang karam jangpii kamatei sating gamluinii tampyii ralipyii takle.” 
ACT.10.23	Teijangpii mpounii ahnyiigo lat tosii mpouki rhiimatu takle, sateichii supounei tei mpounii gungtu wosii ahnyiigo kaswisii tat tutakle, sateichii Jopa kito kang- sanamei hangkanii mpougo kaswisii tat tutakle. 
ACT.10.24	Teipiinei tei tingneikii tei ahnyiinii Kaisariya kito gong wo- takle, sateichii Korniliusnii mpouki kalungmei ninado kangmei hang go lat ndwi wosii ahnyiigo koisii bamle. 
ACT.10.25	Sateichii Pitarnii tatliit sek-kii, Korniliusnii mpougo kadou wotakle, sateichii mpou pibang koumangsii mpougo riita takle. 
ACT.10.26	Nlenii Pitarnii gungtu wosii mpougo tamle, “Tusat tolo, I-do meile.” 
ACT.10.27	Teito mpounii mpoumah rasam tamsii tamsii tat kaliit kak meihangnii ndwisii kabam tei kadou wotakle. 
ACT.10.28	Teito mpounii ahnyiinii dakii tamle, “Jehudimei hangninanii lui kakimei hangniniigo kaswi katu mak-kii roimang katu ai kadaziikapii ajaimakpo katu ai gonyiinii tile; nlenii Inii mei kata hangniniigo kasaba mak-kii matei kasu sii lat lakle katu ai Saraanii n-gu mangoupyii takle. 
ACT.10.29	Teijangpii n-gu lang ka-mpat tinglang kak, samah kado maning kariirhii ai gasii Inii gongtakle. Teijangpii Inii n-nhii leile, dajangpii gonyiinii n-gu lat leipo!”
ACT.10.30	Teito Korniliusnii tamle, “Leimik madai tat tutakle, aikakum tinglang dou, Inii gukito tingna pung sokchyii kashang mah riitasii bamle; sateichii julo, peimani kaha kai kalei sapfiimei hangninanii gudoi gong sat tosii tamle, 
ACT.10.31	‘Kornilius,’ gomah kariita tei shiipyii takle sateichii nangnii meigo lungsyii lungset kati hangtei Saraa doito mangai supii maningsii bamle. 
ACT.10.32	Teijangpiinii Jopa kikii lang mpatsii zei Pitar sii kalat Simon gotei lat tolo, dwijaiku tiigyiitha tiikaleipii Simon kitei rhiiziile. 
ACT.10.33	Teijangpiinii Inii tei- tinglang sek-kii, godakii lang mpatle, sateichii nangnii lungsyiisii gong kapyii ai hangkapiinii bitakle, teijangpii Bangpiinii godakii kakhat kabam samhang tei shiitang karam jangpii nyii meihangnii aitoi Saraa doito sat leile.”
ACT.10.34	Teito Pitarnii mwi kokgasii tamle, “Kasangpii Inii titakle, Saraa- nii meiju kabi kashyii jumakle, 
ACT.10.35	nlenii lui hang kito mpougo kahing ninado kasang kamajyii tha katiimei hang go mpounii mazhiipyiile. Jisu Krista mah paito kamajung mah kabi rasam tei tamroisii, 
ACT.10.36	mpounii Isrelmeinah hang dakii samtei lang magongpyiile, (Mpounii mahlyiihang mah Bangpiile.) 
ACT.10.37	Jon-nii dwi ka- mpum mah kabi rasam tam ralipyii kaleitai Galili kito housii Judiya sazyii hang kito pat kalei rasamtei gonyiinii tikasupii makle, 
ACT.10.38	teiteinii Nazaret ki Jisu rasam teile, kada takumpii mpougo Saraanii rangii kamatei ninado teimahampii thao manuk kaipyiisii mpounii tatsii tatsii tha kabi tei tiiwopo sateichii sara kashyiinii kaswi kaleimei go tii mbipyiipo katu teile; kadapokii Saraanii mpougo kaswipyiisii leile. 
ACT.10.39	Sateichii mpounii Jehudimei Sazyii kito sateichii Jerosalem kito tiikalei tha hangmah sakchyii tei nyiile; ahnyiinii mpougo ting gamkii kuikajusii gi aitakle. 
ACT.10.40	Nlenii Saraanii mpougo hangtum kashang- piinei leimik tiimaring pyiisii mpougo mati mangoupyii takle. 
ACT.10.41	Meihang dakii makle, nlenii Saraanii reipii kalai kabam sakchyii mei hang dakiile katunii, mpounii kataimei kak kito ringkhii kalutai mpougo kaswisii chii njoi sak njoisii kaleimei dakiile. 
ACT.10.42	Sateichii kabi rasam ai meidakii tam matutang karam jang- pii, sateichii kataimei nei karingmei mah samtak katii Saraa Bangpii mimatu wokalu tei Ah aile...katu sakchyii pyiitang karam jangpii mpounii nyii dakii kakhatpyii takle. 
ACT.10.43	Lungkakalingmei hangnii mpou kaang kito sakchyii tiile, katunii mpougo kamalum meihangnii mpou zei kito kem maga kapyii tei doutangle.
ACT.10.44	Pitarnii sam hang ai tamlei- bangpii samtei shiisii kalei meihang phyiiryiikii rangii kamatei teinii humpyii takle. 
ACT.10.45	Sateichii Pitargo kaswisii gongkalei kamalum mei kak kito tiigyii malem kaleimei hang- teinii sung gatakle kadapokii lui kakimei phyiiryii kado rangii kamatei mah satoi tei ruikaipyii takle. 
ACT.10.46	Kadapokii ahnyiinii lat kataam kataampii tam kalei ninado Saraago tam matoi katu tei ahnyiinii shii wotakle. 
ACT.10.47	Teitinglang kak Pitarnii tam mpatle, “Nyii takumpiinii rangii kamateigo douwo kalu ahnyii aigo dwi mpum matulak tang karam jangpii mei hangninii kaniido dwi aigo nam wobuipo?” 
ACT.10.48	Sateichii ahnyiigo Jisu Krista zei kito dwi mpumpyii tang karam jangpii mpounii mwija pyiitakle. Teito ahnyiinii mpougo leimik shang- niikii bamsii tat matutang karam jangpiinii khangle.
ACT.11.1	Sateichii lui kakimei teiniido Saraa mah kabi rasam tei dou wotakle, katu tei Tiilamlwi kapyii- mei hangnii ninado Judiya kito kalei kangsanamei hangnii shiiwo takle. 
ACT.11.2	Teijangpiinii Pitarnii Jerosalem ki tat kapi tinglang kak tiigyii malem kaleimei hangteinii mpougo tam mashyiisii tamle, 
ACT.11.3	“Nangnii kada- jangpii tiigyii malem kasumeiki kalung liitsii ahnyiigo kaswisii mah chii sak njoi leipo?” 
ACT.11.4	Nlenii Pitarnii ahnyii dakii adoidoi tiisii tam haotu takle.
ACT.11.5	“Inii Jopa namdi kito riitasii bamle, teiki teito binasek-kii ma- dhang kapyii hangninii n-gu mangoule, katunii mah kakaipot apeigum kadi hangninii takumpii humsii, kha madai tiisii sating gamto jung kahum tei Inii ngoule; sateichii teitei gudasek humtakle. 
ACT.11.6	Tei gotei Inii tiigatpii jusii, swi maning mashak leibangpii, sazyii pouryii mah pi pimadai kapung kounah hang, saram kounah hang, sazyii moipii chyii karhiisii katat kounah hang, sateichii sating gam mah ruinah hangtei Inii ngoule. 
ACT.11.7	Teito ‘Gungtu sat tolo’ Pitar, gisii chiilo sii katam rok hangninii Inii shiile. 
ACT.11.8	Nlenii Inii tamle, ‘makle’ Bangpii, kadaponii kasaba mak-kii matei kasu pot tei Inii gu mwi kikii kaisang kailei makle. 
ACT.11.9	Nlenii rok hangninii sating gamto hangna kashang tiisii humtakle, Saraanii tiimatei kalei gotei nangnii kasaba sii lat lakle. 
ACT.11.10	Sateichii ai ai hangtum kashang tiisii pat takle, sateichii kalei kaga tei nlailoisii sating gamkii poimatu tutakle. 
ACT.11.11	Sateichii julo, teisek-kii Kaisariya kito gudakii lang ka-mpat sapfiimei hangtum teinii nyiinii bam kalei adoi teito sat takle. 
ACT.11.12	Sateichii rangiinii n-gu maning kariirhii gasii ahnyiigo kaswisii tat tulosii ma- zhiipyii takle. Sateichii kangsanamei saruknii n-gu kaswile sateichii nyii- nii sapfii mpou lupii kitei liit takle. 
ACT.11.13	Teito mpounii kada takumpii ngou wopo katu tei nyii dakii tampyii takle, katunii, sating gamluinii mpou kalungto satsii tamle, Jopa kikii lang mpatsii, zei Pitar sii kalat Simon gotei pang wolo; 
ACT.11.14	mpounii godakii sam tampyii tangle, sam mah paikito nangniido goki kalungmei hangniido keikapyii tei doutangle. 
ACT.11.15	Sateichii Inii sam tam haotu sek kii, nyii phyiiryii kado ndou kareiki hum kapyii takumpiinii, rangii kamatei teinii ahnyii phyiiryii kado humpyii takle. 
ACT.11.16	Sateichii Jon-nii dwi kito mpumpyii takle, nlenii gonyii gonii rangii kamateipii dwi mpumpyii tak- lesii Bangpiinii tam kabam samtei Inii mangai makle. 
ACT.11.17	Teijangpiinii nyiinii Bangpii Jisu Krista go malum wosek-kii, Saraanii nyiida kado ahnyiidakiido njoi chak-thii katu satoi pyii takleponii I-tasii Saraago namwo tangpo?”
